"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮爾龐特與我時常意見相左，但是他很聰明，知道激怒虛空假面有多危險。我不是很喜歡克拉錫利姆條約，因為操縱時空很好玩啊，但你知道什麼更好玩嗎？就是不讓自己的時間線被抹去。"
"DCG_VO_prowler_shaman_single_target_damage_10"	"這是你自找的。"
"DCG_VO_prowler_shaman_multi_damage_small_01"	"把這些白癡留給我……"
"DCG_VO_prowler_shaman_multi_damage_small_02"	"你的軍隊還不夠強大。"
"DCG_VO_prowler_shaman_multi_damage_small_03"	"你們將全軍覆沒。"
"DCG_VO_prowler_shaman_multi_damage_small_04"	"他們會成為我蹄下的爛泥。"
"DCG_VO_prowler_shaman_multi_damage_small_05"	"你這也算軍隊？"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"還要殺多少……"
"DCG_VO_prowler_shaman_multi_damage_small_07"	"投降吧！"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"讓我來結束這愚蠢的一切……"
"DCG_VO_prowler_shaman_multi_damage_small_09"	"這場仗你永遠贏不了的！"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"我一個人對付你們全部人！"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"你們全都會被叢林吞沒！"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"你們之中沒有人擋得了我！"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"我從來不怕以少敵多！"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"不知好歹的人儘管跟我打！"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"想攔住我們，你們人還不夠多……"
"DCG_VO_prowler_shaman_multi_damage_large_06"	"殺光他們！"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"片甲不留！"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"戰鬥就在這裡結束……"
"DCG_VO_prowler_shaman_multi_damage_large_09"	"讓我點醒你們，站在你們面前的是誰。"
"DCG_VO_prowler_shaman_multi_damage_large_10"	"哈哈哈哈哈哈"
"DCG_VO_prowler_shaman_pleased_01"	"很好。"
"DCG_VO_prowler_shaman_pleased_02"	"局勢對我們有利……"
"DCG_VO_prowler_shaman_pleased_03"	"正如我們所希望的……"
"DCG_VO_prowler_shaman_pleased_04"	"沒有比這更幸運的了。"
"DCG_VO_prowler_shaman_pleased_05"	"真讓我松一口氣。"
"DCG_VO_prowler_shaman_pleased_06"	"我就知道我們能堅持到現在。"
"DCG_VO_prowler_shaman_pleased_07"	"就快結束了。"
"DCG_VO_prowler_shaman_pleased_08"	"真是幸運。"
"DCG_VO_prowler_shaman_pleased_09"	"我早就說過要有信心。"
"DCG_VO_prowler_shaman_pleased_10"	"還有什麼能阻擋我們？"
"DCG_VO_prowler_shaman_concerned_01"	"真麻煩……"
"DCG_VO_prowler_shaman_concerned_02"	"這是個問題……"
"DCG_VO_prowler_shaman_concerned_03"	"我需要想辦法補救。"
"DCG_VO_prowler_shaman_concerned_04"	"我不能袖手旁觀。"
"DCG_VO_prowler_shaman_concerned_05"	"必須趕快想個辦法……"
"DCG_VO_prowler_shaman_concerned_06"	"一定還有什麼辦法。"
"DCG_VO_prowler_shaman_concerned_07"	"我必須想辦法，不然我們就死定了。"
"DCG_VO_prowler_shaman_concerned_08"	"時間不多了。"
"DCG_VO_prowler_shaman_concerned_09"	"這是所有領導者的噩夢……"
"DCG_VO_prowler_shaman_concerned_10"	"我不會放棄希望。"
"DCG_VO_prowler_shaman_angry_01"	"你好大的膽子！"
"DCG_VO_prowler_shaman_angry_02"	"你會為此付出代價！"
"DCG_VO_prowler_shaman_angry_03"	"你是不可能活著離開這裡的！"
"DCG_VO_prowler_shaman_angry_04"	"我要把你劈成兩半！"
"DCG_VO_prowler_shaman_angry_05"	"我不會讓你們鬧個沒完！"
"DCG_VO_prowler_shaman_angry_06"	"該結束了！"
"DCG_VO_prowler_shaman_angry_07"	"讓我看看你的本事！"
"DCG_VO_prowler_shaman_angry_08"	"你是腦子燒壞了。"
"DCG_VO_prowler_shaman_angry_09"	"你越界了。"
"DCG_VO_prowler_shaman_angry_10"	"在我面前，你有什麼機會？"
"DCG_VO_prowler_shaman_arrogant_01"	"我就是叢林中的恐怖化身……"
"DCG_VO_prowler_shaman_arrogant_02"	"我是族人中的佼佼者。"
"DCG_VO_prowler_shaman_arrogant_03"	"我的族人選我當領袖是有原因的……"
"DCG_VO_prowler_shaman_arrogant_04"	"投降吧，我們都能省點時間。"
"DCG_VO_prowler_shaman_arrogant_05"	"你差太遠了。"
"DCG_VO_prowler_shaman_arrogant_06"	"很明顯，你是在自尋死路。"
"DCG_VO_prowler_shaman_arrogant_07"	"我高估了你的能耐……"
"DCG_VO_prowler_shaman_arrogant_08"	"你不配做我的對手……"
"DCG_VO_prowler_shaman_arrogant_09"	"你覺得你能打敗我？拜託……"
"DCG_VO_prowler_shaman_arrogant_10"	"沒有更強的對手了嗎……"
"DCG_VO_prowler_shaman_enigmatic_01"	"我來爭取時間。"
"DCG_VO_prowler_shaman_enigmatic_02"	"我該做的，絕不手軟。"
"DCG_VO_prowler_shaman_enigmatic_03"	"森林會保護自己人。"
"DCG_VO_prowler_shaman_enigmatic_04"	"信仰中蘊含著巨大的力量。"
"DCG_VO_prowler_shaman_enigmatic_05"	"這片土地受到眾神庇佑。"
"DCG_VO_prowler_shaman_enigmatic_06"	"我們得到了神的眷顧。"
"DCG_VO_prowler_shaman_enigmatic_07"	"對於外來者，這裡很危險。"
"DCG_VO_prowler_shaman_enigmatic_08"	"叢林中還有許多秘密……"
"DCG_VO_prowler_shaman_enigmatic_09"	"局勢將因此而改變……"
"DCG_VO_prowler_shaman_enigmatic_10"	"我已經習慣別人小看我了。"
"DCG_VO_prowler_shaman_death_01"	"<i>尖叫</i>"
"DCG_VO_kobold_saboteur_intro"	"自從聽過碧玉會的大名後，我做夢都想加入。不過這種團體……不是想進就能進的，只能等對方主動找上門來……也就是說我得先打響自己的名號。於是我花了六個月秘密跟蹤晴風，整整六個月看著那個蠢妖精做些妖精商人的蠢事。最後我終於想出了一個主意，結果魅影之紗姐妹會的人卻下手暗殺了奎堤亞斯，毀了我的計畫。我當然可以殺了晴風，不過那樣人們都會以為是姐妹會下的手，所以我只說了句去死吧，把我的計畫拋諸腦後。"
"DCG_VO_kobold_saboteur_no_accident"	"有時我會覺得很無聊，通常這種時候我就會出手弄死個人。"
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"可以開工了。"
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"去殺點人吧……"
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"哦耶，這個肯定能殺人……"
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"讓你見識一下我的本事……"
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"我會讓碧玉會另眼相看的……"
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"死了就拿不到錢了……"
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"要注意安全……"
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"我樹敵不少……"
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"外面的世界很危險……"
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"我時刻做好了防身的準備……"
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"很好。"
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"這個遲早能用上……"
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"我會用上這個的……"
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"這個能派上用場。"
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"謝謝。"
"DCG_VO_kobold_saboteur_kill_rival_01"	"還沒開打就結束了。"
"DCG_VO_kobold_saboteur_kill_rival_02"	"我可是專業的……"
"DCG_VO_kobold_saboteur_kill_rival_03"	"我喜歡玩刀子……"
"DCG_VO_kobold_saboteur_kill_rival_04"	"一次比一次輕鬆……"
"DCG_VO_kobold_saboteur_kill_rival_05"	"我能這麼打上一天……"
"DCG_VO_kobold_saboteur_kill_rival_06"	"真是個好日子……"
"DCG_VO_kobold_saboteur_kill_rival_07"	"不好意思了，夥計……"
"DCG_VO_kobold_saboteur_kill_rival_08"	"噓……"
"DCG_VO_kobold_saboteur_kill_rival_09"	"至少你會死得很快。"
"DCG_VO_kobold_saboteur_kill_rival_10"	"我殺過更厲害的……"
"DCG_VO_kobold_saboteur_use_include_01"	"啊呀。"
"DCG_VO_kobold_saboteur_use_include_02"	"我沒看到你……"
"DCG_VO_kobold_saboteur_use_include_03"	"你不會有感覺的。"
"DCG_VO_kobold_saboteur_unique_01"	"我要殺了你，給自己賺點名聲……"
"DCG_VO_kobold_saboteur_unique_02"	"斧王……你……比我想的要魁梧得多……"
"DCG_VO_kobold_saboteur_unique_03"	"狙擊手，我啥時候能借你的槍用用嗎？"
"DCG_VO_kobold_saboteur_unique_04"	"你看，我雖然不是基恩人，但是我也不高大。這作數嗎？"
"DCG_VO_kobold_saboteur_unique_05"	"嘿，修補匠，給我買杯酒，我就去幫你把梅茲的喉嚨割開……"
"DCG_VO_kobold_saboteur_unique_06"	"這一刻我等了很久了……"
"DCG_VO_kobold_saboteur_unique_07"	"嘿，斧王，交個朋友吧。我保證不趁你睡覺殺了你。"
"DCG_VO_kobold_saboteur_unique_08"	"索爾拉，我必須承認，你是一位辦事乾淨俐落的女士。"
"DCG_VO_kobold_saboteur_unique_09"	"好幫手總是很難得。"
"DCG_VO_kobold_saboteur_unique_10"	"我認識這些傢伙，他們認真的時候還是很厲害的。"
"DCG_VO_kobold_saboteur_unique_11"	"你把奎堤亞斯從我手裡偷走了！"
"DCG_VO_kobold_saboteur_unique_12"	"奎堤亞斯本來該死在我手裡！"
"DCG_VO_kobold_saboteur_unique_12_alt"	"都是你放跑了晴風！"
"DCG_VO_kobold_saboteur_unique_13"	"看來，要想出名，只能把你殺掉了……"
"DCG_VO_kobold_saboteur_unique_14"	"瑞文泰爾的事情怎麼樣了？"
"DCG_VO_kobold_saboteur_unique_15"	"跟你說，幫我幹掉斧王，我就把小古留給你……"
"DCG_VO_kobold_saboteur_unique_16"	"現在我明白姐妹會那幫人為什麼總戴著這個了……"
"DCG_VO_kobold_saboteur_unique_17"	"能與女士們一起殺人，真是太榮幸了。"
"DCG_VO_kobold_saboteur_unique_18"	"女士聚會，很好……"
"DCG_VO_kobold_saboteur_unique_19"	"這也太容易了……"
"DCG_VO_kobold_saboteur_unique_20"	"他們簡直是任憑我們搗毀這玩意……"
"DCG_VO_kobold_saboteur_healed_01"	"啊……"
"DCG_VO_kobold_saboteur_healed_02"	"我覺得好多了。"
"DCG_VO_kobold_saboteur_healed_03"	"準備好去割喉嚨了……"
"DCG_VO_kobold_saboteur_healed_04"	"該去幹活了。"
"DCG_VO_kobold_saboteur_healed_05"	"人才就應該得到照顧……"
"DCG_VO_kobold_saboteur_taunt_generic_01"	"我喜歡這一段……"
"DCG_VO_kobold_saboteur_taunt_generic_02"	"還有那麼多人要殺呢……"
"DCG_VO_kobold_saboteur_taunt_generic_03"	"我們可以拿下那座塔！"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"擋我者，死！"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"這是證明我們的時刻！"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"我們不會浪費這次機會！"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"我們想拿什麼就拿什麼……"
"DCG_VO_kobold_saboteur_taunt_generic_08"	"勝利在望！"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"我們能贏！"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"摧毀一切！"
"DCG_VO_kobold_saboteur_potential_kill_01"	"你的命歸我了。"
"DCG_VO_kobold_saboteur_potential_kill_02"	"無處可逃。"
"DCG_VO_kobold_saboteur_potential_kill_03"	"你死定了。"
"DCG_VO_kobold_saboteur_potential_kill_04"	"哈哈哈哈哈。"
"DCG_VO_kobold_saboteur_potential_kill_05"	"太簡單了。"
"DCG_VO_kobold_saboteur_potential_save_01"	"沒那麼容易……"
"DCG_VO_kobold_saboteur_potential_save_02"	"我比你想的要聰明……"
"DCG_VO_kobold_saboteur_potential_save_03"	"我早就準備好了……"
"DCG_VO_kobold_saboteur_potential_save_04"	"我向來會準備退路……"
"DCG_VO_kobold_saboteur_potential_save_05"	"還可以，就是差了一點……"
"DCG_VO_kobold_saboteur_permanent_armor_01"	"這任務不容易。"
"DCG_VO_kobold_saboteur_permanent_armor_02"	"可能會很棘手……"
"DCG_VO_kobold_saboteur_permanent_armor_03"	"我要照顧好自己。"
"DCG_VO_kobold_saboteur_permanent_armor_04"	"我不能死。"
"DCG_VO_kobold_saboteur_permanent_armor_05"	"總是有人想殺我……"
"DCG_VO_kobold_saboteur_permanent_attack_01"	"磨刀的時間到了……"
"DCG_VO_kobold_saboteur_permanent_attack_02"	"熟能生巧……"
"DCG_VO_kobold_saboteur_permanent_attack_03"	"解剖學真不是白學的……"
"DCG_VO_kobold_saboteur_permanent_attack_04"	"我會找到他們的破綻……"
"DCG_VO_kobold_saboteur_permanent_attack_05"	"等不及要找個人開膛破肚了……"
"DCG_VO_kobold_saboteur_permanent_health_01"	"我不會任由他們擺佈……"
"DCG_VO_kobold_saboteur_permanent_health_02"	"我變得更強了……"
"DCG_VO_kobold_saboteur_permanent_health_03"	"我抵擋得住進攻……"
"DCG_VO_kobold_saboteur_permanent_health_04"	"我也打了不少場架了……"
"DCG_VO_kobold_saboteur_permanent_health_05"	"我不會死在這裡的！"
"DCG_VO_kobold_saboteur_cast_spell_01"	"我喜歡這一段。"
"DCG_VO_kobold_saboteur_cast_spell_02"	"天啊，我太喜歡這工作了。"
"DCG_VO_kobold_saboteur_cast_spell_03"	"多久都不會膩。"
"DCG_VO_kobold_saboteur_cast_spell_04"	"你真該看看自己的表情。"
"DCG_VO_kobold_saboteur_cast_spell_05"	"沒想到這一招吧？"
"DCG_VO_kobold_saboteur_cast_spell_06"	"你不是我的對手。"
"DCG_VO_kobold_saboteur_cast_spell_07"	"這是我一直在準備的特別節目……"
"DCG_VO_kobold_saboteur_cast_spell_08"	"我最喜歡來點招人厭的驚喜了……"
"DCG_VO_kobold_saboteur_cast_spell_09"	"必須未雨綢繆……"
"DCG_VO_kobold_saboteur_cast_spell_10"	"在瑞文泰爾有幾個朋友真好……"
"DCG_VO_kobold_saboteur_buff_ally_01"	"給你！"
"DCG_VO_kobold_saboteur_buff_ally_02"	"聽從我的指揮。"
"DCG_VO_kobold_saboteur_buff_ally_03"	"我們一起動手吧……"
"DCG_VO_kobold_saboteur_buff_ally_04"	"準備好去殺人了嗎？"
"DCG_VO_kobold_saboteur_buff_ally_05"	"我會需要你的幫助。"
"DCG_VO_kobold_saboteur_buff_ally_06"	"咱們互相掩護。"
"DCG_VO_kobold_saboteur_buff_ally_07"	"你的後背真好看，我保證不往上面插刀。"
"DCG_VO_kobold_saboteur_buff_ally_08"	"原來有朋友是這種感覺……"
"DCG_VO_kobold_saboteur_buff_ally_09"	"這給你。"
"DCG_VO_kobold_saboteur_buff_ally_10"	"看來你可能用得上這個……"
"DCG_VO_kobold_saboteur_debuff_enemy_01"	"首先我要削弱你的力量……"
"DCG_VO_kobold_saboteur_debuff_enemy_02"	"我會慢慢和你玩的……"
"DCG_VO_kobold_saboteur_debuff_enemy_03"	"別擔心，我最後會殺了你的……"
"DCG_VO_kobold_saboteur_debuff_enemy_04"	"我們來玩玩吧……"
"DCG_VO_kobold_saboteur_debuff_enemy_05"	"你不會以為自己能活下來吧？"
"DCG_VO_kobold_saboteur_debuff_enemy_06"	"你的命歸我管。"
"DCG_VO_kobold_saboteur_debuff_enemy_07"	"我還以為你是個狠角色呢……"
"DCG_VO_kobold_saboteur_debuff_enemy_08"	"大話說那麼多，真讓人失望。"
"DCG_VO_kobold_saboteur_debuff_enemy_09"	"我不覺得會那麼容易……"
"DCG_VO_kobold_saboteur_debuff_enemy_10"	"你真可悲。"
"DCG_VO_kobold_saboteur_single_target_damage_01"	"惡作劇時間到了。我說的惡作劇就是殺人了。"
"DCG_VO_kobold_saboteur_single_target_damage_02"	"看看專業人士是怎麼做的。"
"DCG_VO_kobold_saboteur_single_target_damage_03"	"真希望碧玉會在看……"
"DCG_VO_kobold_saboteur_single_target_damage_04"	"幫你在脖子上開張嘴巴。"
"DCG_VO_kobold_saboteur_single_target_damage_05"	"不會花多少時間的。"
"DCG_VO_kobold_saboteur_single_target_damage_06"	"看我大展身手。"
"DCG_VO_kobold_saboteur_single_target_damage_07"	"你要流血了。"
"DCG_VO_kobold_saboteur_single_target_damage_08"	"你的死期到了！"
"DCG_VO_kobold_saboteur_single_target_damage_09"	"我要殺了你……"
"DCG_VO_kobold_saboteur_single_target_damage_10"	"你都不會有什麼感覺的。"
"DCG_VO_kobold_saboteur_multi_damage_small_01"	"屍體留下，錢拿走……"
"DCG_VO_kobold_saboteur_multi_damage_small_02"	"你們全都死定了……"
"DCG_VO_kobold_saboteur_multi_damage_small_03"	"我能搞定這些傢伙……"
"DCG_VO_kobold_saboteur_multi_damage_small_04"	"場面可能會有些混亂。"
"DCG_VO_kobold_saboteur_multi_damage_small_05"	"我要是你，就趕緊跑。"
"DCG_VO_kobold_saboteur_multi_damage_small_06"	"準備好了嗎？"
"DCG_VO_kobold_saboteur_multi_damage_small_07"	"誰想找點樂子？"
"DCG_VO_kobold_saboteur_multi_damage_small_08"	"誰第一個死？"
"DCG_VO_kobold_saboteur_multi_damage_small_09"	"別擔心，每個人都有份……"
"DCG_VO_kobold_saboteur_multi_damage_small_10"	"女孩子都喜歡別人倒在自己腳下，越多越好……"
"DCG_VO_kobold_saboteur_multi_damage_large_01"	"轟。"
"DCG_VO_kobold_saboteur_multi_damage_large_02"	"呯！"
"DCG_VO_kobold_saboteur_multi_damage_large_03"	"你們都死定了！"
"DCG_VO_kobold_saboteur_multi_damage_large_04"	"我要把你們殺得片甲不留！"
"DCG_VO_kobold_saboteur_multi_damage_large_05"	"真是太完美了……"
"DCG_VO_kobold_saboteur_multi_damage_large_06"	"簡直不能再好了……"
"DCG_VO_kobold_saboteur_multi_damage_large_07"	"抱歉，有些亂。"
"DCG_VO_kobold_saboteur_multi_damage_large_08"	"我就喜歡手上沾血。"
"DCG_VO_kobold_saboteur_multi_damage_large_09"	"你們躲不掉的！"
"DCG_VO_kobold_saboteur_multi_damage_large_10"	"你們跑不掉的！"
"DCG_VO_kobold_saboteur_pleased_01"	"真是美好的一天。"
"DCG_VO_kobold_saboteur_pleased_02"	"生命真是美好。"
"DCG_VO_kobold_saboteur_pleased_03"	"真好玩。"
"DCG_VO_kobold_saboteur_pleased_04"	"我很開心，你們開心嗎？"
"DCG_VO_kobold_saboteur_pleased_05"	"真是太好了……"
"DCG_VO_kobold_saboteur_pleased_06"	"碧玉會隨時可能向我拋出繡球……"
"DCG_VO_kobold_saboteur_pleased_07"	"如果這都不能打動碧玉會，真不知道還能做什麼了。"
"DCG_VO_kobold_saboteur_pleased_08"	"我最喜歡錢的味道了……"
"DCG_VO_kobold_saboteur_pleased_09"	"我們去賺點錢吧……"
"DCG_VO_kobold_saboteur_pleased_10"	"我們需要金錢。"
"DCG_VO_kobold_saboteur_concerned_01"	"和我想的不太一樣……"
"DCG_VO_kobold_saboteur_concerned_02"	"我覺得有些不安全……"
"DCG_VO_kobold_saboteur_concerned_03"	"呃……夥計們？"
"DCG_VO_kobold_saboteur_concerned_04"	"這可不太好。"
"DCG_VO_kobold_saboteur_concerned_05"	"真是糟透了。"
"DCG_VO_kobold_saboteur_concerned_06"	"我得快想辦法，不然就死定了。"
"DCG_VO_kobold_saboteur_concerned_07"	"他們會殺了我的。"
"DCG_VO_kobold_saboteur_concerned_08"	"不能被抓住！"
"DCG_VO_kobold_saboteur_concerned_09"	"現在該怎麼辦？"
"DCG_VO_kobold_saboteur_concerned_10"	"怎樣才能脫身？"
"DCG_VO_kobold_saboteur_angry_01"	"你以為我殺不了你？"
"DCG_VO_kobold_saboteur_angry_02"	"我會好好欣賞你流血的樣子的。"
"DCG_VO_kobold_saboteur_angry_03"	"你會死在這裡……"
"DCG_VO_kobold_saboteur_angry_04"	"沒人給你收屍。"
"DCG_VO_kobold_saboteur_angry_05"	"我不光要殺了你，還要殺掉你愛的所有人。"
"DCG_VO_kobold_saboteur_angry_06"	"我不用親手殺你，你會自我毀滅。"
"DCG_VO_kobold_saboteur_angry_07"	"殺你根本不需要動刀。"
"DCG_VO_kobold_saboteur_angry_08"	"你要多吃一些苦頭了。"
"DCG_VO_kobold_saboteur_angry_09"	"你這步走錯了。"
"DCG_VO_kobold_saboteur_angry_10"	"再見了。"
"DCG_VO_kobold_saboteur_arrogant_01"	"我比你們都要強！"
"DCG_VO_kobold_saboteur_arrogant_02"	"我會不擇手段……"
"DCG_VO_kobold_saboteur_arrogant_03"	"我會不惜一切證明我的實力。"
"DCG_VO_kobold_saboteur_arrogant_04"	"知道我能怎麼折磨你嗎？"
"DCG_VO_kobold_saboteur_arrogant_05"	"沒有我殺不了的人。"
"DCG_VO_kobold_saboteur_arrogant_06"	"幻影刺客很強，但我更強。"
"DCG_VO_kobold_saboteur_arrogant_07"	"我會打響我的名聲。"
"DCG_VO_kobold_saboteur_arrogant_08"	"世人會記住我的名字。"
"DCG_VO_kobold_saboteur_arrogant_09"	"我會名垂青史。"
"DCG_VO_kobold_saboteur_arrogant_10"	"想看看我的本事嗎？"
"DCG_VO_kobold_saboteur_enigmatic_01"	"我們找幾個新玩具吧……"
"DCG_VO_kobold_saboteur_enigmatic_02"	"為你展示一下我的能耐……"
"DCG_VO_kobold_saboteur_enigmatic_03"	"這樣我的工作應該會簡單點……"
"DCG_VO_kobold_saboteur_enigmatic_04"	"有人幫點小忙總是好事……"
"DCG_VO_kobold_saboteur_enigmatic_05"	"你必須時刻做好一切準備……"
"DCG_VO_kobold_saboteur_enigmatic_06"	"如果你抱定每個人都打算殺了你的想法，就不再會感到驚訝了……"
"DCG_VO_kobold_saboteur_enigmatic_07"	"他們會對我們恨之入骨。"
"DCG_VO_kobold_saboteur_enigmatic_08"	"他們根本不會知道是怎麼回事……"
