"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Я во многом не согласна с Пьерпонтом, но он весьма прозорливо решил, что злить Безликого опасно. Класзуремское соглашение меня совсем не радует, ведь хрономантия — вещь хорошая. Но знаете, что ещё хорошо? Когда время в твоём мире никто не уничтожил."
"DCG_VO_prowler_shaman_single_target_damage_06"	"Я битвы не боюсь."
"DCG_VO_prowler_shaman_single_target_damage_07"	"ДЕРИСЬ!"
"DCG_VO_prowler_shaman_single_target_damage_08"	"Подаю пример..."
"DCG_VO_prowler_shaman_single_target_damage_09"	"Я сражаюсь не первый день."
"DCG_VO_prowler_shaman_single_target_damage_10"	"Это твоя же вина."
"DCG_VO_prowler_shaman_multi_damage_small_01"	"Оставьте этих болванов мне..."
"DCG_VO_prowler_shaman_multi_damage_small_02"	"Твоей армии не хватает мощи."
"DCG_VO_prowler_shaman_multi_damage_small_03"	"Твоя армия здесь и сгинет."
"DCG_VO_prowler_shaman_multi_damage_small_04"	"Я их всех растопчу."
"DCG_VO_prowler_shaman_multi_damage_small_05"	"И это называется армия?"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"Скольких ещё придётся убить?.."
"DCG_VO_prowler_shaman_multi_damage_small_07"	"Сдавайся!"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"Покончим с этим безрассудством..."
"DCG_VO_prowler_shaman_multi_damage_small_09"	"Тебе не выиграть эту битву!"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"Я вас всех сокрушу!"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"Лес заберёт ваши жизни!"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"Вам меня не остановить!"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"Я одержу верх несмотря ни на что!"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"Сразитесь со мной!"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"У вас не хватит солдат, чтобы остановить нас..."
"DCG_VO_prowler_shaman_multi_damage_large_06"	"Уничтожить их всех!"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"Не щадить никого!"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"Закончим бой здесь и сейчас..."
"DCG_VO_prowler_shaman_multi_damage_large_09"	"Сейчас вы узнаете, против кого восстали."
"DCG_VO_prowler_shaman_multi_damage_large_10"	"Ха-ха-ха-ха-ха-ха!"
"DCG_VO_prowler_shaman_pleased_01"	"Хорошо."
"DCG_VO_prowler_shaman_pleased_02"	"Всё в нашу пользу..."
"DCG_VO_prowler_shaman_pleased_03"	"Как мы и надеялись..."
"DCG_VO_prowler_shaman_pleased_04"	"Удача на нашей стороне."
"DCG_VO_prowler_shaman_pleased_05"	"Теперь я спокоен."
"DCG_VO_prowler_shaman_pleased_06"	"Я знал, что у нас получится."
"DCG_VO_prowler_shaman_pleased_07"	"Конец уже близок."
"DCG_VO_prowler_shaman_pleased_08"	"Как удачно."
"DCG_VO_prowler_shaman_pleased_09"	"Говорил же, не падайте духом."
"DCG_VO_prowler_shaman_pleased_10"	"Что нас теперь остановит?"
"DCG_VO_prowler_shaman_concerned_01"	"Неприятно..."
"DCG_VO_prowler_shaman_concerned_02"	"У нас проблема."
"DCG_VO_prowler_shaman_concerned_03"	"Нужно придумать, как это исправить."
"DCG_VO_prowler_shaman_concerned_04"	"Нельзя просто стоять и смотреть."
"DCG_VO_prowler_shaman_concerned_05"	"Нужно думать быстрее..."
"DCG_VO_prowler_shaman_concerned_06"	"Должен же быть путь."
"DCG_VO_prowler_shaman_concerned_07"	"Если я не найду верный путь, нам всем конец."
"DCG_VO_prowler_shaman_concerned_08"	"Время на исходе."
"DCG_VO_prowler_shaman_concerned_09"	"Кошмар любого лидера..."
"DCG_VO_prowler_shaman_concerned_10"	"Нельзя терять надежду."
"DCG_VO_prowler_shaman_angry_01"	"Как ты смеешь?!"
"DCG_VO_prowler_shaman_angry_02"	"Ты за это ответишь!"
"DCG_VO_prowler_shaman_angry_03"	"Никто не уйдёт живым!"
"DCG_VO_prowler_shaman_angry_04"	"Пополам тебя разорву!"
"DCG_VO_prowler_shaman_angry_05"	"С меня хватит этого балагана!"
"DCG_VO_prowler_shaman_angry_06"	"Довольно!"
"DCG_VO_prowler_shaman_angry_07"	"Посмотрим, чего ты стоишь!"
"DCG_VO_prowler_shaman_angry_08"	"У тебя нет выхода."
"DCG_VO_prowler_shaman_angry_09"	"Назад дороги нет."
"DCG_VO_prowler_shaman_angry_10"	"Думаешь, со мной можно совладать?"
"DCG_VO_prowler_shaman_arrogant_01"	"Лес страшится меня..."
"DCG_VO_prowler_shaman_arrogant_02"	"Я первый среди своего народа."
"DCG_VO_prowler_shaman_arrogant_03"	"Не зря мой народ выбрал меня лидером..."
"DCG_VO_prowler_shaman_arrogant_04"	"Сдавайся, не трать время впустую."
"DCG_VO_prowler_shaman_arrogant_05"	"Я тебе не по силам."
"DCG_VO_prowler_shaman_arrogant_06"	"Вы же явно не готовы со мной сражаться."
"DCG_VO_prowler_shaman_arrogant_07"	"Я надеялся, что вы достойные враги..."
"DCG_VO_prowler_shaman_arrogant_08"	"Вы недостойны со мной драться..."
"DCG_VO_prowler_shaman_arrogant_09"	"Думаешь, меня легко победить? Не смеши меня..."
"DCG_VO_prowler_shaman_arrogant_10"	"Где все достойные соперники?.."
"DCG_VO_prowler_shaman_enigmatic_01"	"Я выиграю нам время."
"DCG_VO_prowler_shaman_enigmatic_02"	"Делаю, что должен."
"DCG_VO_prowler_shaman_enigmatic_03"	"Лес защитит своих."
"DCG_VO_prowler_shaman_enigmatic_04"	"Вера — это сила."
"DCG_VO_prowler_shaman_enigmatic_05"	"Боги хранят это место."
"DCG_VO_prowler_shaman_enigmatic_06"	"Воистину мы благословлены."
"DCG_VO_prowler_shaman_enigmatic_07"	"Чужакам здесь бывать опасно."
"DCG_VO_prowler_shaman_enigmatic_08"	"Лес хранит множество тайн..."
"DCG_VO_prowler_shaman_enigmatic_09"	"Это изменит ход битвы..."
"DCG_VO_prowler_shaman_enigmatic_10"	"Меня часто недооценивают."
"DCG_VO_prowler_shaman_death_01"	"<i>(кричит)</i>"
"DCG_VO_kobold_saboteur_intro"	"Я стремилась попасть в Общество Яшмы с тех пор, как услыхала о нём, но тут такое дело... Нельзя просто попроситься — тебя должны пригласить, а значит, сперва нужно сделать себе имя. Шесть месяцев я шпионила за Ветреным. Шесть месяцев наблюдала, как этот глупец, фея-папаша, промышляет своими глупыми феечьими делишками. Наконец я придумала план. Но тут Сёстры Вуали убили Квёртиаса и всё испортили. Конечно, я могла избавиться от Ветреного, но тогда вся слава досталась бы Сёстрам, так что я просто плюнула на это дело."
"DCG_VO_kobold_saboteur_no_accident"	"Порой мне бывает скучно. Тогда я довожу кого-нибудь до смерти."
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"Готова поработать."
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"Давай кого-нибудь убьём..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"О да, опасная штука..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"Сейчас я покажу, на что способна."
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"Общество Яшмы меня заметит..."
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"Если я умру, мне не заплатят..."
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"Нужно беречь себя..."
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"У меня много врагов..."
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"Опасно у вас здесь..."
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"Я всегда готова, что за мной придут..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"Отлично."
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"Полезная вещица..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"Пригодится..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"Поможет мне на деле."
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"Спасибо."
"DCG_VO_kobold_saboteur_kill_rival_01"	"Исход был ясен ещё в начале."
"DCG_VO_kobold_saboteur_kill_rival_02"	"Я профессионал..."
"DCG_VO_kobold_saboteur_kill_rival_03"	"Обожаю орудовать ножом..."
"DCG_VO_kobold_saboteur_kill_rival_04"	"С каждым разом всё проще..."
"DCG_VO_kobold_saboteur_kill_rival_05"	"Вот бы весь день так..."
"DCG_VO_kobold_saboteur_kill_rival_06"	"Сегодня хороший день..."
"DCG_VO_kobold_saboteur_kill_rival_07"	"Прости, дружище..."
"DCG_VO_kobold_saboteur_kill_rival_08"	"Тс-с..."
"DCG_VO_kobold_saboteur_kill_rival_09"	"Что ж, это было быстро."
"DCG_VO_kobold_saboteur_kill_rival_10"	"И не таких убивали."
"DCG_VO_kobold_saboteur_use_include_01"	"Ой."
"DCG_VO_kobold_saboteur_use_include_02"	"Я тебя не заметила..."
"DCG_VO_kobold_saboteur_use_include_03"	"Ты ничего не почувствуешь."
"DCG_VO_kobold_saboteur_unique_01"	"Убью тебя, и обо мне заговорят..."
"DCG_VO_kobold_saboteur_unique_02"	"Акс... Ты... Намного крупнее, чем я думала..."
"DCG_VO_kobold_saboteur_unique_03"	"Дашь ружьё поносить, Снайпер?"
"DCG_VO_kobold_saboteur_unique_04"	"Хоть я и не из смышлёнцев, но я невысокая. Это считается?"
"DCG_VO_kobold_saboteur_unique_05"	"Механик, угостишь меня стаканчиком, а я перережу Маззи глотку..."
"DCG_VO_kobold_saboteur_unique_06"	"Я так долго этого ждала..."
"DCG_VO_kobold_saboteur_unique_07"	"Эй, Акс, давай дружить. Я не убью тебя во сне, честное слово."
"DCG_VO_kobold_saboteur_unique_08"	"Сорла, ты женщина, которая умеет добиться своего, этого у тебя не отнять."
"DCG_VO_kobold_saboteur_unique_09"	"Хороших помощников непросто найти."
"DCG_VO_kobold_saboteur_unique_10"	"Этих ребят я знаю. Они молодцы, когда не халтурят."
"DCG_VO_kobold_saboteur_unique_11"	"Квёртиас был моим!"
"DCG_VO_kobold_saboteur_unique_12"	"Я должна была убить Квёртиаса!"
"DCG_VO_kobold_saboteur_unique_12_alt"	"Это из-за тебя Ветреный ещё жив!"
"DCG_VO_kobold_saboteur_unique_13"	"Придётся сделать себе имя, убив тебя..."
"DCG_VO_kobold_saboteur_unique_14"	"Как твой заказ в Ревтеле?"
"DCG_VO_kobold_saboteur_unique_15"	"Слушай, помоги мне грохнуть Акса, и я уступлю тебе Милу..."
"DCG_VO_kobold_saboteur_unique_16"	"Теперь понятно, почему Сёстры носят такую одёжку..."
"DCG_VO_kobold_saboteur_unique_17"	"Для меня честь убивать вместе с вами, дамы."
"DCG_VO_kobold_saboteur_unique_18"	"В деле только девочки..."
"DCG_VO_kobold_saboteur_unique_19"	"Я не думала, что всё будет так просто..."
"DCG_VO_kobold_saboteur_unique_20"	"Они так и просят, чтобы мы всё тут разнесли..."
"DCG_VO_kobold_saboteur_healed_01"	"Ах..."
"DCG_VO_kobold_saboteur_healed_02"	"Мне лучше."
"DCG_VO_kobold_saboteur_healed_03"	"Готова резать глотки."
"DCG_VO_kobold_saboteur_healed_04"	"Пора повеселиться."
"DCG_VO_kobold_saboteur_healed_05"	"Лучших надо беречь..."
"DCG_VO_kobold_saboteur_taunt_generic_01"	"Сейчас будет занятно..."
"DCG_VO_kobold_saboteur_taunt_generic_02"	"Враги сами себя не убьют..."
"DCG_VO_kobold_saboteur_taunt_generic_03"	"Мы можем разбить башню!"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"Мы убьём всех на своём пути!"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"Пришёл наш час!"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"Мы не упустим эту возможность!"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"Мы берём, что захотим..."
"DCG_VO_kobold_saboteur_taunt_generic_08"	"Победа близка!"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"Мы победим!"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"Уничтожьте всё!"
"DCG_VO_kobold_saboteur_potential_kill_01"	"Ты в моих лапах."
"DCG_VO_kobold_saboteur_potential_kill_02"	"Бежать некуда."
"DCG_VO_kobold_saboteur_potential_kill_03"	"Тебе не жить."
"DCG_VO_kobold_saboteur_potential_kill_04"	"Ха-ха-ха-ха-ха."
"DCG_VO_kobold_saboteur_potential_kill_05"	"Слишком просто."
"DCG_VO_kobold_saboteur_potential_save_01"	"Я так просто не дамся..."
"DCG_VO_kobold_saboteur_potential_save_02"	"Я хитрее, чем ты думаешь..."
"DCG_VO_kobold_saboteur_potential_save_03"	"Я была готова..."
"DCG_VO_kobold_saboteur_potential_save_04"	"У меня всегда есть план побега..."
"DCG_VO_kobold_saboteur_potential_save_05"	"Близок локоть, да не укусишь."
"DCG_VO_kobold_saboteur_permanent_armor_01"	"Это будет трудное дело."
"DCG_VO_kobold_saboteur_permanent_armor_02"	"Видимо, придётся повозиться..."
"DCG_VO_kobold_saboteur_permanent_armor_03"	"Надо позаботиться о себе любимой."
"DCG_VO_kobold_saboteur_permanent_armor_04"	"Я должна выжить."
"DCG_VO_kobold_saboteur_permanent_armor_05"	"Меня всё время хотят убить..."
"DCG_VO_kobold_saboteur_permanent_attack_01"	"Пора наточить все свои ножи."
