"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"W wielu sprawach nie zgadzam się z Pierpontem, ale był dość mądry, by przewidzieć konsekwencje drażnienia Bezlicej Pustki. Nie jestem wielką zwolenniczką układu z Claszureme, chronomancja była bardzo zabawna. Ale wiesz, co jest równie zabawne? Uchronienie swojej osi czasu od unicestwienia."
"DCG_VO_prowler_shaman_cast_spell_08"	"Zrobię, co będzie trzeba."
"DCG_VO_prowler_shaman_cast_spell_09"	"Nie trać nadziei."
"DCG_VO_prowler_shaman_cast_spell_10"	"Nigdy się nie poddawaj."
"DCG_VO_prowler_shaman_buff_ally_01"	"Nabieraj sił."
"DCG_VO_prowler_shaman_buff_ally_02"	"Obronię nas."
"DCG_VO_prowler_shaman_buff_ally_03"	"Zajmę się tobą."
"DCG_VO_prowler_shaman_buff_ally_04"	"Zdaj się na czatowników."
"DCG_VO_prowler_shaman_buff_ally_05"	"Jesteśmy teraz bezpieczni."
"DCG_VO_prowler_shaman_buff_ally_06"	"Zwyciężymy lub zginiemy razem..."
"DCG_VO_prowler_shaman_buff_ally_07"	"Musimy dbać o siebie nawzajem."
"DCG_VO_prowler_shaman_buff_ally_08"	"Zrobiłbyś dla mnie to samo..."
"DCG_VO_prowler_shaman_buff_ally_09"	"W jedności tkwi siła."
"DCG_VO_prowler_shaman_buff_ally_10"	"Czatownicy służą wsparciem."
"DCG_VO_prowler_shaman_debuff_enemy_01"	"Tchórz!"
"DCG_VO_prowler_shaman_debuff_enemy_02"	"Trzeba było uciec."
"DCG_VO_prowler_shaman_debuff_enemy_03"	"Trzeba się było przygotować."
"DCG_VO_prowler_shaman_debuff_enemy_04"	"Nie jesteś stąd."
"DCG_VO_prowler_shaman_debuff_enemy_05"	"Jesteś z dala od domu."
"DCG_VO_prowler_shaman_debuff_enemy_06"	"Twoje ciało buntuje się przeciw tobie."
"DCG_VO_prowler_shaman_debuff_enemy_07"	"Koniec sztuczek."
"DCG_VO_prowler_shaman_debuff_enemy_08"	"Nie masz dość siły, by nas pokonać..."
"DCG_VO_prowler_shaman_debuff_enemy_09"	"Nie robisz wielkiego wrażenia."
"DCG_VO_prowler_shaman_debuff_enemy_10"	"Zginiesz prędzej czy później."
"DCG_VO_prowler_shaman_single_target_damage_01"	"Złamię twój opór."
"DCG_VO_prowler_shaman_single_target_damage_02"	"Nie masz ze mną szans."
"DCG_VO_prowler_shaman_single_target_damage_03"	"Załatwię tę niezdarę."
"DCG_VO_prowler_shaman_single_target_damage_04"	"Zostaw ich mnie."
"DCG_VO_prowler_shaman_single_target_damage_05"	"Zajmę się tym."
"DCG_VO_prowler_shaman_single_target_damage_06"	"Nie boję się walki."
"DCG_VO_prowler_shaman_single_target_damage_07"	"STAW MI CZOŁA!"
"DCG_VO_prowler_shaman_single_target_damage_08"	"Jestem wzorem dla reszty..."
"DCG_VO_prowler_shaman_single_target_damage_09"	"Znam się na wojaczce."
"DCG_VO_prowler_shaman_single_target_damage_10"	"Zawdzięczasz to tylko sobie!"
"DCG_VO_prowler_shaman_multi_damage_small_01"	"Zostaw mi te ofermy..."
"DCG_VO_prowler_shaman_multi_damage_small_02"	"Wasza armia nie jest dość silna."
"DCG_VO_prowler_shaman_multi_damage_small_03"	"Wasza armia tu zginie."
"DCG_VO_prowler_shaman_multi_damage_small_04"	"Rozniosę ich pod moimi kopytami."
"DCG_VO_prowler_shaman_multi_damage_small_05"	"To nazywacie armią?"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"Ilu jeszcze muszę zabić..."
"DCG_VO_prowler_shaman_multi_damage_small_07"	"Poddajcie się!"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"Skończę z tym absurdem..."
"DCG_VO_prowler_shaman_multi_damage_small_09"	"To walka, której nigdy nie wygracie!"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"Pokonam was wszystkich!"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"Dżungla się o was upomni!"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"Nikt z was mnie nie powstrzyma!"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"Nie przejmuję się przeciwnościami!"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"Stawcie mi czoła, jeśli macie odwagę!"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"Nie macie dość ludzi, by nas zatrzymać..."
"DCG_VO_prowler_shaman_multi_damage_large_06"	"Zniszczyć wszystkich!"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"Nie zostawiać nikogo przy życiu!"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"Ta walka właśnie się kończy..."
"DCG_VO_prowler_shaman_multi_damage_large_09"	"Pokażę wam, z czym chcecie się mierzyć."
"DCG_VO_prowler_shaman_multi_damage_large_10"	"Hahahahahaha!"
"DCG_VO_prowler_shaman_pleased_01"	"Dobrze."
"DCG_VO_prowler_shaman_pleased_02"	"Sprawy układają się po naszej myśli..."
"DCG_VO_prowler_shaman_pleased_03"	"Tak jak chcieliśmy..."
"DCG_VO_prowler_shaman_pleased_04"	"Los nam sprzyja."
"DCG_VO_prowler_shaman_pleased_05"	"Co za ulga."
"DCG_VO_prowler_shaman_pleased_06"	"Wiedziałem, że sobie poradzimy."
"DCG_VO_prowler_shaman_pleased_07"	"To już prawie skończone."
"DCG_VO_prowler_shaman_pleased_08"	"Co za szczęście."
"DCG_VO_prowler_shaman_pleased_09"	"Mówiłem, by nie tracić wiary."
"DCG_VO_prowler_shaman_pleased_10"	"Co mogłoby nas teraz zatrzymać?"
"DCG_VO_prowler_shaman_concerned_01"	"Niepokojące..."
"DCG_VO_prowler_shaman_concerned_02"	"To jest problem."
"DCG_VO_prowler_shaman_concerned_03"	"Muszę to jakoś naprawić."
"DCG_VO_prowler_shaman_concerned_04"	"Nie mogę na to bezczynnie patrzeć."
"DCG_VO_prowler_shaman_concerned_05"	"Muszę szybko coś wymyślić..."
"DCG_VO_prowler_shaman_concerned_06"	"Musi być jakieś rozwiązanie."
"DCG_VO_prowler_shaman_concerned_07"	"Jeśli czegoś nie wymyślę, wszyscy zginiemy."
"DCG_VO_prowler_shaman_concerned_08"	"Czas ucieka."
"DCG_VO_prowler_shaman_concerned_09"	"To koszmar każdego przywódcy..."
"DCG_VO_prowler_shaman_concerned_10"	"Nie porzucę nadziei."
"DCG_VO_prowler_shaman_angry_01"	"Jak śmiesz!"
"DCG_VO_prowler_shaman_angry_02"	"Odpowiesz za to!"
"DCG_VO_prowler_shaman_angry_03"	"Nie ujdziesz stąd żywcem!"
"DCG_VO_prowler_shaman_angry_04"	"Rozpłatam cię na pół!"
"DCG_VO_prowler_shaman_angry_05"	"Nie pozwolę, by ta farsa trwała!"
"DCG_VO_prowler_shaman_angry_06"	"To już koniec!"
"DCG_VO_prowler_shaman_angry_07"	"Pokaż, z jakiej gliny cię ulepiono!"
"DCG_VO_prowler_shaman_angry_08"	"To cię przerasta."
"DCG_VO_prowler_shaman_angry_09"	"Posuwasz się za daleko."
"DCG_VO_prowler_shaman_angry_10"	"Jakie masz szanse z kimś takim jak ja?"
"DCG_VO_prowler_shaman_arrogant_01"	"To ja sieję postrach w dżungli..."
"DCG_VO_prowler_shaman_arrogant_02"	"Jestem najlepszy wśród swoich."
"DCG_VO_prowler_shaman_arrogant_03"	"Mój lud nie bez powodu wybrał mnie na swojego przywódcę..."
"DCG_VO_prowler_shaman_arrogant_04"	"Poddajcie się, a wszyscy oszczędzimy sobie czasu."
"DCG_VO_prowler_shaman_arrogant_05"	"Mamy miażdżącą przewagę."
"DCG_VO_prowler_shaman_arrogant_06"	"Widać, że nie przygotowaliście się do tej walki."
"DCG_VO_prowler_shaman_arrogant_07"	"Spodziewałem się po tobie czegoś więcej..."
"DCG_VO_prowler_shaman_arrogant_08"	"Nie zasługujesz na to, by ze mną walczyć..."
"DCG_VO_prowler_shaman_arrogant_09"	"Wydawało ci się, że mnie pokonasz? Błagam..."
"DCG_VO_prowler_shaman_arrogant_10"	"Dajcie mi godnego przeciwnika..."
"DCG_VO_prowler_shaman_enigmatic_01"	"Kupię nam trochę czasu."
"DCG_VO_prowler_shaman_enigmatic_02"	"Robię to, co muszę."
"DCG_VO_prowler_shaman_enigmatic_03"	"Las chroni swoich."
"DCG_VO_prowler_shaman_enigmatic_04"	"Wiara przenosi góry."
"DCG_VO_prowler_shaman_enigmatic_05"	"Bogowie są łaskawi dla tego miejsca."
"DCG_VO_prowler_shaman_enigmatic_06"	"Naprawdę zostaliśmy pobłogosławieni."
"DCG_VO_prowler_shaman_enigmatic_07"	"To groźne miejsce dla obcych."
"DCG_VO_prowler_shaman_enigmatic_08"	"W dżungli kryje się wiele tajemnic..."
"DCG_VO_prowler_shaman_enigmatic_09"	"To może przeważyć szalę..."
"DCG_VO_prowler_shaman_enigmatic_10"	"Często mnie nie doceniają, przyzwyczaiłem się..."
"DCG_VO_prowler_shaman_death_01"	"<i>krzyczy</i>"
"DCG_VO_kobold_saboteur_intro"	"Chciałam należeć do Kręgu Jaspera, od kiedy tylko o nim usłyszałam, ale do takiej organizacji... nie możesz się po prostu zapisać, musisz dostać zaproszenie... Co oznacza, że świat musi o tobie usłyszeć. Przez sześć miesięcy śledziłam Sunbreeze′a. Przez sześć miesięcy gapiłam się, jak ten głupi wróżek zajmuje się swoim głupim wróżkowym handlem. W końcu wpadłam na pomysł. A wtedy pojawiło się Siostrzeństwo Woalu i zabiło Kwerthiasa, co zrujnowało moje plany. Oczywiście, że mogłam zabić Sunbreeze′a, ale ludzie przypisaliby jego śmierć Siostrzeństwu, więc rzuciłam to wszystko w diabły i sobie odpuściłam."
"DCG_VO_kobold_saboteur_no_accident"	"Czasem bierze mnie nuda. Zwykle w takich chwilach postanawiam kogoś zabić."
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"Gotowa zabrać się do pracy."
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"Zabijmy kogoś..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"O tak, kogoś tym zabiję..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"Pokażę ci, co potrafię..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"Zwrócę na siebie uwagę Kręgu Jaspera..."
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"Jak się nie żyje, trudno odebrać zapłatę..."
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"Muszę dbać o bezpieczeństwo..."
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"Narobiłam sobie wielu wrogów..."
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"To jest niebezpieczne miejsce..."
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"Zawsze liczę się z tym, że ktoś może mnie zaatakować..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"Świetnie."
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"To mi się przyda..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"Zrobię z tego użytek..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"To pomoże mi wykonać robotę."
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"Dzięki."
"DCG_VO_kobold_saboteur_kill_rival_01"	"To się skończyło, nim się zaczęło..."
"DCG_VO_kobold_saboteur_kill_rival_02"	"Jestem profesjonalistką..."
"DCG_VO_kobold_saboteur_kill_rival_03"	"Uwielbiam pracować z nożem..."
"DCG_VO_kobold_saboteur_kill_rival_04"	"Za każdym razem jest łatwiej..."
"DCG_VO_kobold_saboteur_kill_rival_05"	"Mogę tak cały dzień..."
"DCG_VO_kobold_saboteur_kill_rival_06"	"To był udany dzień..."
"DCG_VO_kobold_saboteur_kill_rival_07"	"Przykro mi, kochanie..."
"DCG_VO_kobold_saboteur_kill_rival_08"	"Ciiii."
"DCG_VO_kobold_saboteur_kill_rival_09"	"Przynajmniej szybko poszło."
"DCG_VO_kobold_saboteur_kill_rival_10"	"Zabijałam lepszych..."
"DCG_VO_kobold_saboteur_use_include_01"	"Ups."
"DCG_VO_kobold_saboteur_use_include_02"	"Nie zauważyłam cię..."
"DCG_VO_kobold_saboteur_use_include_03"	"Nic nie poczujesz."
"DCG_VO_kobold_saboteur_unique_01"	"Zamierzam cię zabić i okryć się sławą..."
"DCG_VO_kobold_saboteur_unique_02"	"Kacie... jesteś... dużo większy, niż myślałam..."
"DCG_VO_kobold_saboteur_unique_03"	"Snajper, pożyczysz czasem tę pukawkę?"
"DCG_VO_kobold_saboteur_unique_04"	"Słuchaj, wiem, że nie pochodzę od Bystrych, ale jestem niska. Czy to się liczy?"
"DCG_VO_kobold_saboteur_unique_05"	"Hej, Majster, postaw mi drinka, a poderżnę Mazzie′emu gardło..."
"DCG_VO_kobold_saboteur_unique_06"	"Długo czekałam na ten moment..."
"DCG_VO_kobold_saboteur_unique_07"	"Hej, Kacie! Bądźmy przyjaciółmi. Solennie przyrzekam, że nie spróbuję zabić cię we śnie."
"DCG_VO_kobold_saboteur_unique_08"	"Przyznaję, Sorla, że jesteś kobietą, która wie, jak sobie radzić."
"DCG_VO_kobold_saboteur_unique_09"	"Trudno znaleźć niezawodną pomoc."
"DCG_VO_kobold_saboteur_unique_10"	"Znam ich. Gdy już zdecydują się popracować, są świetni."
"DCG_VO_kobold_saboteur_unique_11"	"Ukradłaś mi Kwerthiasa!"
"DCG_VO_kobold_saboteur_unique_12"	"To ja miałam zabić Kwerthiasa!"
"DCG_VO_kobold_saboteur_unique_12_alt"	"To przez ciebie Sunbreeze wciąż żyje!"
"DCG_VO_kobold_saboteur_unique_13"	"Zgaduję, że muszę cię zabić, by się wykazać..."
"DCG_VO_kobold_saboteur_unique_14"	"Jak robota w Revtel?"
"DCG_VO_kobold_saboteur_unique_15"	"Powiem ci, co zrobimy: pomożesz mi zabić Kata, a ja dopilnuję, by Dobromiła była twoja..."
"DCG_VO_kobold_saboteur_unique_16"	"Teraz łapię, dlaczego siostrzyczki nigdy ich nie zdejmują..."
"DCG_VO_kobold_saboteur_unique_17"	"Zabijanie w waszym towarzystwie, moje panie, to dla mnie zaszczyt."
"DCG_VO_kobold_saboteur_unique_18"	"Uwielbiam babskie wieczory..."
"DCG_VO_kobold_saboteur_unique_19"	"Aż za bardzo nam to ułatwiają..."
"DCG_VO_kobold_saboteur_unique_20"	"W zasadzie pozwalają nam zniszczyć to coś..."
"DCG_VO_kobold_saboteur_healed_01"	"Aaach."
"DCG_VO_kobold_saboteur_healed_02"	"Czuję się lepiej."
"DCG_VO_kobold_saboteur_healed_03"	"Jestem gotowa poderżnąć kilka gardeł..."
"DCG_VO_kobold_saboteur_healed_04"	"Czas na brudną robotę."
"DCG_VO_kobold_saboteur_healed_05"	"Trzeba chronić najlepszych..."
"DCG_VO_kobold_saboteur_taunt_generic_01"	"Uwielbiam to robić..."
"DCG_VO_kobold_saboteur_taunt_generic_02"	"Przecież sami się nie pozabijają..."
"DCG_VO_kobold_saboteur_taunt_generic_03"	"Możemy zdobyć wieżę!"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"Zabijemy każdego, kto wejdzie nam w drogę!"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"To jest nasza chwila!"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"Nie zmarnujemy tej okazji!"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"Bierzemy, co chcemy..."
"DCG_VO_kobold_saboteur_taunt_generic_08"	"Zwycięstwo jest blisko!"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"Możemy wygrać!"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"Zniszczymy wszystko!"
"DCG_VO_kobold_saboteur_potential_kill_01"	"Dopadnę cię."
"DCG_VO_kobold_saboteur_potential_kill_02"	"Nie masz gdzie uciec."
"DCG_VO_kobold_saboteur_potential_kill_03"	"Jesteś trupem."
"DCG_VO_kobold_saboteur_potential_kill_04"	"Hahahahaha."
"DCG_VO_kobold_saboteur_potential_kill_05"	"Łatwizna."
"DCG_VO_kobold_saboteur_potential_save_01"	"Nie będzie tak łatwo..."
"DCG_VO_kobold_saboteur_potential_save_02"	"Jestem sprytniejsza, niż sądzisz..."
"DCG_VO_kobold_saboteur_potential_save_03"	"Byłam na to gotowa..."
"DCG_VO_kobold_saboteur_potential_save_04"	"Zawsze mam plan ewakuacji..."
"DCG_VO_kobold_saboteur_potential_save_05"	"Blisko, a jednak za daleko..."
"DCG_VO_kobold_saboteur_permanent_armor_01"	"To będzie trudna robota."
"DCG_VO_kobold_saboteur_permanent_armor_02"	"Może być nieprzyjemnie..."
"DCG_VO_kobold_saboteur_permanent_armor_03"	"Muszę chronić swoją cenną osobę."
"DCG_VO_kobold_saboteur_permanent_armor_04"	"Muszę przeżyć."
"DCG_VO_kobold_saboteur_permanent_armor_05"	"Wciąż ktoś próbuje mnie zabić..."
"DCG_VO_kobold_saboteur_permanent_attack_01"	"Czas naostrzyć mój komplet noży..."
"DCG_VO_kobold_saboteur_permanent_attack_02"	"Trening czyni mistrza..."
"DCG_VO_kobold_saboteur_permanent_attack_03"	"Studiowanie anatomii nie poszło na marne..."
"DCG_VO_kobold_saboteur_permanent_attack_04"	"Znajdę ich słabe miejsce..."
"DCG_VO_kobold_saboteur_permanent_attack_05"	"Posiekałabym już kogoś..."
"DCG_VO_kobold_saboteur_permanent_health_01"	"Nie dam się poniewierać..."
"DCG_VO_kobold_saboteur_permanent_health_02"	"Czuję się silniejsza..."
"DCG_VO_kobold_saboteur_permanent_health_03"	"Jestem gotowa na cięgi..."
"DCG_VO_kobold_saboteur_permanent_health_04"	"Mam za sobą kilka walk..."
"DCG_VO_kobold_saboteur_permanent_health_05"	"Nie umrę tu!"
"DCG_VO_kobold_saboteur_cast_spell_01"	"Uwielbiam to robić."
"DCG_VO_kobold_saboteur_cast_spell_02"	"O bogowie, kocham moją pracę."
"DCG_VO_kobold_saboteur_cast_spell_03"	"To się nigdy nie nudzi."
"DCG_VO_kobold_saboteur_cast_spell_04"	"Szkoda, że nie widzisz swojego wyrazu twarzy."
"DCG_VO_kobold_saboteur_cast_spell_05"	"Kto by się spodziewał, co?"
"DCG_VO_kobold_saboteur_cast_spell_06"	"Spotkanie ze mną cię zaskoczyło..."
"DCG_VO_kobold_saboteur_cast_spell_07"	"To perełka, nad którą ostatnio pracowałam..."
"DCG_VO_kobold_saboteur_cast_spell_08"	"Uwielbiam robić przykre niespodzianki..."
"DCG_VO_kobold_saboteur_cast_spell_09"	"Trzeba planować z wyprzedzeniem..."
"DCG_VO_kobold_saboteur_cast_spell_10"	"Dobrze mieć przyjaciół w Revtel..."
"DCG_VO_kobold_saboteur_buff_ally_01"	"Tutaj!"
"DCG_VO_kobold_saboteur_buff_ally_02"	"Chodź za mną."
"DCG_VO_kobold_saboteur_buff_ally_03"	"Bierzmy się do pracy..."
"DCG_VO_kobold_saboteur_buff_ally_04"	"Co powiesz na małe zabijanko?"
"DCG_VO_kobold_saboteur_buff_ally_05"	"Będę potrzebować pomocy."
"DCG_VO_kobold_saboteur_buff_ally_06"	"Chrońmy siebie nawzajem."
"DCG_VO_kobold_saboteur_buff_ally_07"	"Fajne plecki. Obiecuję ich nie dźgnąć."
"DCG_VO_kobold_saboteur_buff_ally_08"	"A więc tak to jest mieć przyjaciół..."
"DCG_VO_kobold_saboteur_buff_ally_09"	"Proszę bardzo!"
"DCG_VO_kobold_saboteur_buff_ally_10"	"Chyba ci się to przyda."
"DCG_VO_kobold_saboteur_debuff_enemy_01"	"Najpierw cię zmiękczę..."
"DCG_VO_kobold_saboteur_debuff_enemy_02"	"Zajmę się tobą porządnie..."
"DCG_VO_kobold_saboteur_debuff_enemy_03"	"Nie martw się, w końcu i tak cię zabiję..."
"DCG_VO_kobold_saboteur_debuff_enemy_04"	"Zabawmy się trochę..."
"DCG_VO_kobold_saboteur_debuff_enemy_05"	"Chyba nie wydawało ci się, że przeżyjesz?"
"DCG_VO_kobold_saboteur_debuff_enemy_06"	"Umrzesz, gdy tak postanowię."
"DCG_VO_kobold_saboteur_debuff_enemy_07"	"Myślałam, że spotkam kogoś groźnego..."
"DCG_VO_kobold_saboteur_debuff_enemy_08"	"Tyle gadania i takie rozczarowanie."
"DCG_VO_kobold_saboteur_debuff_enemy_09"	"Nie sądziłam, że to będzie takie łatwe..."
"DCG_VO_kobold_saboteur_debuff_enemy_10"	"Co za żałosna kreatura."
"DCG_VO_kobold_saboteur_single_target_damage_01"	"Czas na intryżkę. Mówiąc intryżkę, mam na myśli morderstwo."
"DCG_VO_kobold_saboteur_single_target_damage_02"	"Patrz, jak robi to profesjonalistka."
"DCG_VO_kobold_saboteur_single_target_damage_03"	"Mam nadzieję, że Krąg Jaspera mnie obserwuje..."
"DCG_VO_kobold_saboteur_single_target_damage_04"	"Uśmiechniesz się od ucha do ucha."
"DCG_VO_kobold_saboteur_single_target_damage_05"	"To nie potrwa długo."
"DCG_VO_kobold_saboteur_single_target_damage_06"	"Pozwól mi robić swoje."
"DCG_VO_kobold_saboteur_single_target_damage_07"	"Będziesz krwawić."
"DCG_VO_kobold_saboteur_single_target_damage_08"	"Czas umierać!"
"DCG_VO_kobold_saboteur_single_target_damage_09"	"Zabiiijęęę cięęę..."
"DCG_VO_kobold_saboteur_single_target_damage_10"	"Prawie nic nie poczujesz."
"DCG_VO_kobold_saboteur_multi_damage_small_01"	"Zostawić ciała, zabrać złoto..."
"DCG_VO_kobold_saboteur_multi_damage_small_02"	"Wszyscy zginiecie..."
"DCG_VO_kobold_saboteur_multi_damage_small_03"	"Dam sobie z nimi radę."
"DCG_VO_kobold_saboteur_multi_damage_small_04"	"Może się zrobić nieprzyjemnie."
"DCG_VO_kobold_saboteur_multi_damage_small_05"	"Na waszym miejscu uciekałabym."
"DCG_VO_kobold_saboteur_multi_damage_small_06"	"Gotowi do zabawy?"
"DCG_VO_kobold_saboteur_multi_damage_small_07"	"Kto ma ochotę się trochę zabawić?"
"DCG_VO_kobold_saboteur_multi_damage_small_08"	"Kto chce zginąć pierwszy?"
"DCG_VO_kobold_saboteur_multi_damage_small_09"	"Nie martwcie się, każdym się zajmę..."
"DCG_VO_kobold_saboteur_multi_damage_small_10"	"Każda dziewczyna wie, że liczy się dobre ciało..."
"DCG_VO_kobold_saboteur_multi_damage_large_01"	"Bum."
"DCG_VO_kobold_saboteur_multi_damage_large_02"	"Pif-paf!"
"DCG_VO_kobold_saboteur_multi_damage_large_03"	"Nie żyjecie!"
"DCG_VO_kobold_saboteur_multi_damage_large_04"	"Zabiję was wszystkich!"
"DCG_VO_kobold_saboteur_multi_damage_large_05"	"Zbyt piękne, by było prawdziwe..."
"DCG_VO_kobold_saboteur_multi_damage_large_06"	"Lepiej już być nie mogło..."
"DCG_VO_kobold_saboteur_multi_damage_large_07"	"Sorki za bałagan."
"DCG_VO_kobold_saboteur_multi_damage_large_08"	"Kocham mokrą robotę."
"DCG_VO_kobold_saboteur_multi_damage_large_09"	"Nie ma gdzie się ukryć!"
"DCG_VO_kobold_saboteur_multi_damage_large_10"	"Nie uciekniecie przede mną!"
"DCG_VO_kobold_saboteur_pleased_01"	"Cóż, to był przyjemny dzień..."
"DCG_VO_kobold_saboteur_pleased_02"	"Życie jest piękne."
"DCG_VO_kobold_saboteur_pleased_03"	"Ale zabawa."
"DCG_VO_kobold_saboteur_pleased_04"	"Ja bawię się świetnie. Nie wiem jak inni..."
"DCG_VO_kobold_saboteur_pleased_05"	"Świetnie idzie..."
"DCG_VO_kobold_saboteur_pleased_06"	"Krąg Jaspera powinien się pojawić lada moment..."
"DCG_VO_kobold_saboteur_pleased_07"	"Jeśli ta walka nie zwróci na mnie uwagi Kręgu Jaspera, to już sama nie wiem, co musiałabym zrobić."
"DCG_VO_kobold_saboteur_pleased_08"	"Bogowie, kocham pieniądze..."
"DCG_VO_kobold_saboteur_pleased_09"	"Zaróbmy trochę kasy..."
"DCG_VO_kobold_saboteur_pleased_10"	"Potrzebne nam złoto."
"DCG_VO_kobold_saboteur_concerned_01"	"Nie tak to sobie wyobrażałam..."
"DCG_VO_kobold_saboteur_concerned_02"	"Czuję się tu nieco wyeksponowana..."
"DCG_VO_kobold_saboteur_concerned_03"	"Hm... jest tu ktoś?"
"DCG_VO_kobold_saboteur_concerned_04"	"Nie jest dobrze."
"DCG_VO_kobold_saboteur_concerned_05"	"Jest bardzo źle."
"DCG_VO_kobold_saboteur_concerned_06"	"Jak nic nie wykombinuję, to po mnie."
"DCG_VO_kobold_saboteur_concerned_07"	"Zaraz mnie zabiją."
"DCG_VO_kobold_saboteur_concerned_08"	"Nie mogę dać się złapać!"
"DCG_VO_kobold_saboteur_concerned_09"	"I co teraz zrobię?"
"DCG_VO_kobold_saboteur_concerned_10"	"Jak się z tego wyplątać?"
"DCG_VO_kobold_saboteur_angry_01"	"Uważasz, że nie dam rady cię zabić?"
"DCG_VO_kobold_saboteur_angry_02"	"Z radością popatrzę, jak się wykrwawiasz."
"DCG_VO_kobold_saboteur_angry_03"	"Zginiesz tutaj..."
"DCG_VO_kobold_saboteur_angry_04"	"Nikt nigdy nie znajdzie twojego ciała."
"DCG_VO_kobold_saboteur_angry_05"	"Oprócz ciebie zabiję też każdego, na kim ci zależy."
"DCG_VO_kobold_saboteur_angry_06"	"Nie muszę cię zabijać, bo i tak zrobisz sobie krzywdę."
"DCG_VO_kobold_saboteur_angry_07"	"Nie potrzebuję noża, żeby cię zabić."
"DCG_VO_kobold_saboteur_angry_08"	"To będzie bolesne."
"DCG_VO_kobold_saboteur_angry_09"	"To był zły ruch."
"DCG_VO_kobold_saboteur_angry_10"	"Pa, pa."
"DCG_VO_kobold_saboteur_arrogant_01"	"Jestem lepsza od was wszystkich!"
"DCG_VO_kobold_saboteur_arrogant_02"	"Zrobię wszystko, co będzie trzeba..."
"DCG_VO_kobold_saboteur_arrogant_03"	"Zapłacę każdą cenę, by udowodnić, że jestem najlepsza."
"DCG_VO_kobold_saboteur_arrogant_04"	"Wiesz, co ja mogę ci zrobić?"
"DCG_VO_kobold_saboteur_arrogant_05"	"Na każdego znajdę sposób."
"DCG_VO_kobold_saboteur_arrogant_06"	"Widmowa Zabójczyni jest niezła. Ale ja jestem lepsza."
