"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"皮尔庞特与我时常意见相左，但是他很聪明，知道激怒虚空假面有多危险。我不是很喜欢超维视界条约，因为操纵时空很好玩。但你知道还有什么更好玩吗？就是不让自己的时间线被抹去。"
"DCG_VO_prowler_shaman_multi_damage_small_05"	"你这也算军队？"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"还要杀多少……"
"DCG_VO_prowler_shaman_multi_damage_small_07"	"投降吧！"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"让我来结束这愚蠢的一切……"
"DCG_VO_prowler_shaman_multi_damage_small_09"	"这场仗你永远赢不了的！"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"我一个人对付你们全部人！"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"你们全都会被丛林吞没！"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"你们之中没有人挡得了我！"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"我从来不怕以少敌多！"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"不知好歹的人尽管跟我打！"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"想拦住我们，你们人还不够多……"
"DCG_VO_prowler_shaman_multi_damage_large_06"	"杀光他们！"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"片甲不留！"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"战斗就在这里结束……"
"DCG_VO_prowler_shaman_multi_damage_large_09"	"让我点醒你们，站在你们面前的是谁。"
"DCG_VO_prowler_shaman_multi_damage_large_10"	"哈哈哈哈哈哈"
"DCG_VO_prowler_shaman_pleased_01"	"很好。"
"DCG_VO_prowler_shaman_pleased_02"	"局势对我们有利……"
"DCG_VO_prowler_shaman_pleased_03"	"正如我们所希望的……"
"DCG_VO_prowler_shaman_pleased_04"	"没有比这更幸运的了。"
"DCG_VO_prowler_shaman_pleased_05"	"真让我松一口气。"
"DCG_VO_prowler_shaman_pleased_06"	"我就知道我们能坚持到现在。"
"DCG_VO_prowler_shaman_pleased_07"	"就快结束了。"
"DCG_VO_prowler_shaman_pleased_08"	"真是幸运。"
"DCG_VO_prowler_shaman_pleased_09"	"我早就说过要有信心。"
"DCG_VO_prowler_shaman_pleased_10"	"还有什么能阻挡我们？"
"DCG_VO_prowler_shaman_concerned_01"	"真麻烦……"
"DCG_VO_prowler_shaman_concerned_02"	"这是个问题……"
"DCG_VO_prowler_shaman_concerned_03"	"我需要想办法补救。"
"DCG_VO_prowler_shaman_concerned_04"	"我不能袖手旁观。"
"DCG_VO_prowler_shaman_concerned_05"	"必须赶快想个办法……"
"DCG_VO_prowler_shaman_concerned_06"	"一定还有什么办法。"
"DCG_VO_prowler_shaman_concerned_07"	"我必须想办法，不然我们就死定了。"
"DCG_VO_prowler_shaman_concerned_08"	"时间不多了。"
"DCG_VO_prowler_shaman_concerned_09"	"这是所有领导者的噩梦……"
"DCG_VO_prowler_shaman_concerned_10"	"我不会放弃希望。"
"DCG_VO_prowler_shaman_angry_01"	"你好大的胆子！"
"DCG_VO_prowler_shaman_angry_02"	"你会为此付出代价！"
"DCG_VO_prowler_shaman_angry_03"	"你是不可能活着离开这里的！"
"DCG_VO_prowler_shaman_angry_04"	"我要把你劈成两半！"
"DCG_VO_prowler_shaman_angry_05"	"我不会让你们闹个没完！"
"DCG_VO_prowler_shaman_angry_06"	"该结束了！"
"DCG_VO_prowler_shaman_angry_07"	"让我看看你的本事！"
"DCG_VO_prowler_shaman_angry_08"	"你是脑子烧坏了。"
"DCG_VO_prowler_shaman_angry_09"	"你越界了。"
"DCG_VO_prowler_shaman_angry_10"	"在我面前，你有什么机会？"
"DCG_VO_prowler_shaman_arrogant_01"	"我就是丛林中的恐怖化身……"
"DCG_VO_prowler_shaman_arrogant_02"	"我是族人中的佼佼者。"
"DCG_VO_prowler_shaman_arrogant_03"	"我的族人选我当领袖是有原因的……"
"DCG_VO_prowler_shaman_arrogant_04"	"投降吧，我们都能省点时间。"
"DCG_VO_prowler_shaman_arrogant_05"	"你差太远了。"
"DCG_VO_prowler_shaman_arrogant_06"	"很明显，你是在自寻死路。"
"DCG_VO_prowler_shaman_arrogant_07"	"我高估了你的能耐……"
"DCG_VO_prowler_shaman_arrogant_08"	"你不配做我的对手……"
"DCG_VO_prowler_shaman_arrogant_09"	"你觉得你能打败我？拜托……"
"DCG_VO_prowler_shaman_arrogant_10"	"没有更强的对手了吗……"
"DCG_VO_prowler_shaman_enigmatic_01"	"我来争取时间。"
"DCG_VO_prowler_shaman_enigmatic_02"	"我该做的，绝不手软。"
"DCG_VO_prowler_shaman_enigmatic_03"	"森林会保护自己人。"
"DCG_VO_prowler_shaman_enigmatic_04"	"信仰中蕴含着巨大的力量。"
"DCG_VO_prowler_shaman_enigmatic_05"	"这片土地受到众神庇佑。"
"DCG_VO_prowler_shaman_enigmatic_06"	"我们得到了神的眷顾。"
"DCG_VO_prowler_shaman_enigmatic_07"	"对于外来者，这里很危险。"
"DCG_VO_prowler_shaman_enigmatic_08"	"丛林中还有许多秘密……"
"DCG_VO_prowler_shaman_enigmatic_09"	"局势将因此而改变……"
"DCG_VO_prowler_shaman_enigmatic_10"	"我已经习惯别人小看我了。"
"DCG_VO_prowler_shaman_death_01"	"<i>尖叫</i>"
"DCG_VO_kobold_saboteur_intro"	"自从听过碧玉会的大名后，我做梦都想加入。不过这种团体……不是想进就能进的，只能等对方主动找上门来……也就是说我得先打响自己的名号。于是我花了六个月秘密跟踪晴风，整整六个月看着那个蠢妖精做些妖精商人的蠢事。最后我终于想出了一个主意，结果魅影之纱姐妹会的人却下手暗杀了奎堤亚斯，毁了我的计划。我当然可以杀了晴风，不过那样人们都会以为是姐妹会下的手，所以我只说了句去死吧，把我的计划抛诸脑后。"
"DCG_VO_kobold_saboteur_no_accident"	"有时我会觉得很无聊，通常这种时候我就会出手弄死个人。"
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"可以开工了。"
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"去杀点人吧……"
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"哦耶，这个肯定能杀人……"
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"让你见识一下我的本事……"
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"我会让碧玉会另眼相看的……"
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"死了就拿不到钱了……"
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"要注意安全……"
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"我树敌不少……"
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"外面的世界很危险……"
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"我时刻做好了防身的准备……"
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"很好。"
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"这个迟早能用上……"
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"我会用上这个的……"
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"这个能派上用场。"
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"谢谢。"
"DCG_VO_kobold_saboteur_kill_rival_01"	"还没开打就结束了。"
"DCG_VO_kobold_saboteur_kill_rival_02"	"我可是专业的……"
"DCG_VO_kobold_saboteur_kill_rival_03"	"我喜欢玩刀子……"
"DCG_VO_kobold_saboteur_kill_rival_04"	"一次比一次轻松……"
"DCG_VO_kobold_saboteur_kill_rival_05"	"我能这么打上一天……"
"DCG_VO_kobold_saboteur_kill_rival_06"	"真是个好日子……"
"DCG_VO_kobold_saboteur_kill_rival_07"	"不好意思了，伙计……"
"DCG_VO_kobold_saboteur_kill_rival_08"	"嘘……"
"DCG_VO_kobold_saboteur_kill_rival_09"	"至少你会死得很快。"
"DCG_VO_kobold_saboteur_kill_rival_10"	"我杀过更厉害的……"
"DCG_VO_kobold_saboteur_use_include_01"	"啊呀。"
"DCG_VO_kobold_saboteur_use_include_02"	"我没看到你……"
"DCG_VO_kobold_saboteur_use_include_03"	"你不会有感觉的。"
"DCG_VO_kobold_saboteur_unique_01"	"我要杀了你，给自己赚点名声……"
"DCG_VO_kobold_saboteur_unique_02"	"斧王……你……比我想的要魁梧得多……"
"DCG_VO_kobold_saboteur_unique_03"	"狙击手，我啥时候能借你的枪用用吗？"
"DCG_VO_kobold_saboteur_unique_04"	"你看，我虽然不是基恩人，但是我也不高大。这作数吗？"
"DCG_VO_kobold_saboteur_unique_05"	"嘿，修补匠，给我买杯酒，我就去帮你把梅兹的喉咙割开……"
"DCG_VO_kobold_saboteur_unique_06"	"这一刻我等了很久了……"
"DCG_VO_kobold_saboteur_unique_07"	"嘿，斧王，交个朋友吧。我保证不趁你睡觉杀了你。"
"DCG_VO_kobold_saboteur_unique_08"	"索尔拉，我必须承认，你是一位办事干净利落的女士。"
"DCG_VO_kobold_saboteur_unique_09"	"好帮手总是很难得。"
"DCG_VO_kobold_saboteur_unique_10"	"我认识这些家伙，他们认真的时候还是很厉害的。"
"DCG_VO_kobold_saboteur_unique_11"	"你把奎堤亚斯从我手里偷走了！"
"DCG_VO_kobold_saboteur_unique_12"	"奎堤亚斯本来该死在我手里！"
"DCG_VO_kobold_saboteur_unique_12_alt"	"都是你放跑了晴风！"
"DCG_VO_kobold_saboteur_unique_13"	"看来，要想出名，只能把你杀掉了……"
"DCG_VO_kobold_saboteur_unique_14"	"瑞文泰尔的事情怎么样了？"
"DCG_VO_kobold_saboteur_unique_15"	"跟你说，帮我干掉斧王，我就把小古留给你……"
"DCG_VO_kobold_saboteur_unique_16"	"现在我明白姐妹会那帮人为什么总戴着这个了……"
"DCG_VO_kobold_saboteur_unique_17"	"能与女士们一起杀人，真是太荣幸了。"
"DCG_VO_kobold_saboteur_unique_18"	"女士聚会，很好……"
"DCG_VO_kobold_saboteur_unique_19"	"这也太容易了……"
"DCG_VO_kobold_saboteur_unique_20"	"他们简直是任凭我们捣毁这玩意……"
"DCG_VO_kobold_saboteur_healed_01"	"啊……"
"DCG_VO_kobold_saboteur_healed_02"	"我觉得好多了。"
"DCG_VO_kobold_saboteur_healed_03"	"准备好去割喉咙了……"
"DCG_VO_kobold_saboteur_healed_04"	"该去干活了。"
"DCG_VO_kobold_saboteur_healed_05"	"人才就应该得到照顾……"
"DCG_VO_kobold_saboteur_taunt_generic_01"	"我喜欢这一段……"
"DCG_VO_kobold_saboteur_taunt_generic_02"	"还有那么多人要杀呢……"
"DCG_VO_kobold_saboteur_taunt_generic_03"	"我们可以拿下那座塔！"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"挡我者，死！"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"这是证明我们的时刻！"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"我们不会浪费这次机会！"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"我们想拿什么就拿什么……"
"DCG_VO_kobold_saboteur_taunt_generic_08"	"胜利在望！"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"我们能赢！"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"摧毁一切！"
"DCG_VO_kobold_saboteur_potential_kill_01"	"你的命归我了。"
"DCG_VO_kobold_saboteur_potential_kill_02"	"无处可逃。"
"DCG_VO_kobold_saboteur_potential_kill_03"	"你死定了。"
"DCG_VO_kobold_saboteur_potential_kill_04"	"哈哈哈哈哈。"
"DCG_VO_kobold_saboteur_potential_kill_05"	"太简单了。"
"DCG_VO_kobold_saboteur_potential_save_01"	"没那么容易……"
"DCG_VO_kobold_saboteur_potential_save_02"	"我比你想的要聪明……"
"DCG_VO_kobold_saboteur_potential_save_03"	"我早就准备好了……"
"DCG_VO_kobold_saboteur_potential_save_04"	"我向来会准备退路……"
"DCG_VO_kobold_saboteur_potential_save_05"	"还可以，就是差了一点……"
"DCG_VO_kobold_saboteur_permanent_armor_01"	"这任务不容易。"
"DCG_VO_kobold_saboteur_permanent_armor_02"	"可能会很棘手……"
"DCG_VO_kobold_saboteur_permanent_armor_03"	"我要照顾好自己。"
"DCG_VO_kobold_saboteur_permanent_armor_04"	"我不能死。"
"DCG_VO_kobold_saboteur_permanent_armor_05"	"总是有人想杀我……"
"DCG_VO_kobold_saboteur_permanent_attack_01"	"磨刀的时间到了……"
"DCG_VO_kobold_saboteur_permanent_attack_02"	"熟能生巧……"
"DCG_VO_kobold_saboteur_permanent_attack_03"	"解剖学真不是白学的……"
"DCG_VO_kobold_saboteur_permanent_attack_04"	"我会找到他们的破绽……"
"DCG_VO_kobold_saboteur_permanent_attack_05"	"等不及要找个人开膛破肚了……"
"DCG_VO_kobold_saboteur_permanent_health_01"	"我不会任由他们摆布……"
"DCG_VO_kobold_saboteur_permanent_health_02"	"我变得更强了……"
"DCG_VO_kobold_saboteur_permanent_health_03"	"我抵挡得住进攻……"
"DCG_VO_kobold_saboteur_permanent_health_04"	"我也打了不少场架了……"
"DCG_VO_kobold_saboteur_permanent_health_05"	"我不会死在这里的！"
"DCG_VO_kobold_saboteur_cast_spell_01"	"我喜欢这一段。"
"DCG_VO_kobold_saboteur_cast_spell_02"	"天啊，我太喜欢这工作了。"
"DCG_VO_kobold_saboteur_cast_spell_03"	"多久都不会腻。"
"DCG_VO_kobold_saboteur_cast_spell_04"	"你真该看看自己的表情。"
"DCG_VO_kobold_saboteur_cast_spell_05"	"没想到这一招吧？"
"DCG_VO_kobold_saboteur_cast_spell_06"	"你不是我的对手。"
"DCG_VO_kobold_saboteur_cast_spell_07"	"这是我一直在准备的特别节目……"
"DCG_VO_kobold_saboteur_cast_spell_08"	"我最喜欢来点招人厌的惊喜了……"
"DCG_VO_kobold_saboteur_cast_spell_09"	"必须未雨绸缪……"
"DCG_VO_kobold_saboteur_cast_spell_10"	"在瑞文泰尔有几个朋友真好……"
"DCG_VO_kobold_saboteur_buff_ally_01"	"给你！"
"DCG_VO_kobold_saboteur_buff_ally_02"	"听从我的指挥。"
"DCG_VO_kobold_saboteur_buff_ally_03"	"我们一起动手吧……"
"DCG_VO_kobold_saboteur_buff_ally_04"	"准备好去杀人了吗？"
"DCG_VO_kobold_saboteur_buff_ally_05"	"我会需要你的帮助。"
"DCG_VO_kobold_saboteur_buff_ally_06"	"咱们互相掩护。"
"DCG_VO_kobold_saboteur_buff_ally_07"	"你的后背真好看，我保证不往上面插刀。"
"DCG_VO_kobold_saboteur_buff_ally_08"	"原来有朋友是这种感觉……"
"DCG_VO_kobold_saboteur_buff_ally_09"	"这给你。"
"DCG_VO_kobold_saboteur_buff_ally_10"	"看来你可能用得上这个……"
"DCG_VO_kobold_saboteur_debuff_enemy_01"	"首先我要削弱你的力量……"
"DCG_VO_kobold_saboteur_debuff_enemy_02"	"我会慢慢和你玩的……"
"DCG_VO_kobold_saboteur_debuff_enemy_03"	"别担心，我最后会杀了你的……"
"DCG_VO_kobold_saboteur_debuff_enemy_04"	"我们来玩玩吧……"
"DCG_VO_kobold_saboteur_debuff_enemy_05"	"你不会以为自己能活下来吧？"
"DCG_VO_kobold_saboteur_debuff_enemy_06"	"你的命归我管。"
"DCG_VO_kobold_saboteur_debuff_enemy_07"	"我还以为你是个狠角色呢……"
"DCG_VO_kobold_saboteur_debuff_enemy_08"	"大话说那么多，真让人失望。"
"DCG_VO_kobold_saboteur_debuff_enemy_09"	"我不觉得会那么容易……"
"DCG_VO_kobold_saboteur_debuff_enemy_10"	"你真可悲。"
"DCG_VO_kobold_saboteur_single_target_damage_01"	"恶作剧时间到了。我说的恶作剧就是杀人了。"
"DCG_VO_kobold_saboteur_single_target_damage_02"	"看看专业人士是怎么做的。"
"DCG_VO_kobold_saboteur_single_target_damage_03"	"真希望碧玉会在看……"
"DCG_VO_kobold_saboteur_single_target_damage_04"	"帮你在脖子上开张嘴巴。"
"DCG_VO_kobold_saboteur_single_target_damage_05"	"不会花多少时间的。"
"DCG_VO_kobold_saboteur_single_target_damage_06"	"看我大展身手。"
"DCG_VO_kobold_saboteur_single_target_damage_07"	"你要流血了。"
"DCG_VO_kobold_saboteur_single_target_damage_08"	"你的死期到了！"
"DCG_VO_kobold_saboteur_single_target_damage_09"	"我要杀了你……"
"DCG_VO_kobold_saboteur_single_target_damage_10"	"你都不会有什么感觉的。"
"DCG_VO_kobold_saboteur_multi_damage_small_01"	"尸体留下，钱拿走……"
"DCG_VO_kobold_saboteur_multi_damage_small_02"	"你们全都死定了……"
"DCG_VO_kobold_saboteur_multi_damage_small_03"	"我能搞定这些家伙……"
"DCG_VO_kobold_saboteur_multi_damage_small_04"	"场面可能会有些混乱。"
"DCG_VO_kobold_saboteur_multi_damage_small_05"	"我要是你，就赶紧跑。"
"DCG_VO_kobold_saboteur_multi_damage_small_06"	"准备好了吗？"
"DCG_VO_kobold_saboteur_multi_damage_small_07"	"谁想找点乐子？"
"DCG_VO_kobold_saboteur_multi_damage_small_08"	"谁第一个死？"
"DCG_VO_kobold_saboteur_multi_damage_small_09"	"别担心，每个人都有份……"
"DCG_VO_kobold_saboteur_multi_damage_small_10"	"女孩子都喜欢别人倒在自己脚下，越多越好……"
"DCG_VO_kobold_saboteur_multi_damage_large_01"	"轰。"
"DCG_VO_kobold_saboteur_multi_damage_large_02"	"呯！"
"DCG_VO_kobold_saboteur_multi_damage_large_03"	"你们都死定了！"
"DCG_VO_kobold_saboteur_multi_damage_large_04"	"我要把你们杀得片甲不留！"
"DCG_VO_kobold_saboteur_multi_damage_large_05"	"真是太完美了……"
"DCG_VO_kobold_saboteur_multi_damage_large_06"	"简直不能再好了……"
"DCG_VO_kobold_saboteur_multi_damage_large_07"	"抱歉，有些乱。"
"DCG_VO_kobold_saboteur_multi_damage_large_08"	"我就喜欢手上沾血。"
"DCG_VO_kobold_saboteur_multi_damage_large_09"	"你们躲不掉的！"
"DCG_VO_kobold_saboteur_multi_damage_large_10"	"你们跑不掉的！"
"DCG_VO_kobold_saboteur_pleased_01"	"真是美好的一天。"
"DCG_VO_kobold_saboteur_pleased_02"	"生命真是美好。"
"DCG_VO_kobold_saboteur_pleased_03"	"真好玩。"
"DCG_VO_kobold_saboteur_pleased_04"	"我很开心，你们开心吗？"
"DCG_VO_kobold_saboteur_pleased_05"	"真是太好了……"
"DCG_VO_kobold_saboteur_pleased_06"	"碧玉会随时可能向我抛出绣球……"
"DCG_VO_kobold_saboteur_pleased_07"	"如果这都不能打动碧玉会，真不知道还能做什么了。"
"DCG_VO_kobold_saboteur_pleased_08"	"我最喜欢钱的味道了……"
"DCG_VO_kobold_saboteur_pleased_09"	"我们去赚点钱吧……"
"DCG_VO_kobold_saboteur_pleased_10"	"我们需要金钱。"
"DCG_VO_kobold_saboteur_concerned_01"	"和我想的不太一样……"
"DCG_VO_kobold_saboteur_concerned_02"	"我觉得有些不安全……"
"DCG_VO_kobold_saboteur_concerned_03"	"呃……伙计们？"
"DCG_VO_kobold_saboteur_concerned_04"	"这可不太好。"
"DCG_VO_kobold_saboteur_concerned_05"	"真是糟透了。"
"DCG_VO_kobold_saboteur_concerned_06"	"我得快想办法，不然就死定了。"
"DCG_VO_kobold_saboteur_concerned_07"	"他们会杀了我的。"
"DCG_VO_kobold_saboteur_concerned_08"	"不能被抓住！"
"DCG_VO_kobold_saboteur_concerned_09"	"现在该怎么办？"
"DCG_VO_kobold_saboteur_concerned_10"	"怎样才能脱身？"
"DCG_VO_kobold_saboteur_angry_01"	"你以为我杀不了你？"
"DCG_VO_kobold_saboteur_angry_02"	"我会好好欣赏你流血的样子的。"
"DCG_VO_kobold_saboteur_angry_03"	"你会死在这里……"
"DCG_VO_kobold_saboteur_angry_04"	"没人给你收尸。"
"DCG_VO_kobold_saboteur_angry_05"	"我不光要杀了你，还要杀掉你爱的所有人。"
"DCG_VO_kobold_saboteur_angry_06"	"我不用亲手杀你，你会自我毁灭。"
"DCG_VO_kobold_saboteur_angry_07"	"杀你根本不需要动刀。"
"DCG_VO_kobold_saboteur_angry_08"	"你要多吃一些苦头了。"
"DCG_VO_kobold_saboteur_angry_09"	"你这步走错了。"
"DCG_VO_kobold_saboteur_angry_10"	"再见了。"
"DCG_VO_kobold_saboteur_arrogant_01"	"我比你们都要强！"
"DCG_VO_kobold_saboteur_arrogant_02"	"我会不择手段……"
"DCG_VO_kobold_saboteur_arrogant_03"	"我会不惜一切证明我的实力。"
"DCG_VO_kobold_saboteur_arrogant_04"	"知道我能怎么折磨你吗？"
"DCG_VO_kobold_saboteur_arrogant_05"	"没有我杀不了的人。"
"DCG_VO_kobold_saboteur_arrogant_06"	"幻影刺客很强，但我更强。"
"DCG_VO_kobold_saboteur_arrogant_07"	"我会打响我的名声。"
"DCG_VO_kobold_saboteur_arrogant_08"	"世人会记住我的名字。"
"DCG_VO_kobold_saboteur_arrogant_09"	"我会名垂青史。"
"DCG_VO_kobold_saboteur_arrogant_10"	"想看看我的本事吗？"
"DCG_VO_kobold_saboteur_enigmatic_01"	"我们找几个新玩具吧……"
"DCG_VO_kobold_saboteur_enigmatic_02"	"为你展示一下我的能耐……"
"DCG_VO_kobold_saboteur_enigmatic_03"	"这样我的工作应该会简单点……"
"DCG_VO_kobold_saboteur_enigmatic_04"	"有人帮点小忙总是好事……"
"DCG_VO_kobold_saboteur_enigmatic_05"	"你必须时刻做好一切准备……"
"DCG_VO_kobold_saboteur_enigmatic_06"	"如果你抱定每个人都打算杀了你的想法，就不再会感到惊讶了……"
"DCG_VO_kobold_saboteur_enigmatic_07"	"他们会对我们恨之入骨。"
"DCG_VO_kobold_saboteur_enigmatic_08"	"他们根本不会知道是怎么回事……"
