"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont et moi ne sommes pas d’accord sur beaucoup de choses, mais je dois admettre qu’il a raison de craindre la colère du Sans-visage. Le traité de Claszureme ne m'enchante guère... la chronomancie c’est bien, mais vous savez ce qui est encore mieux ? Ne pas voir son existence entièrement effacée."
"DCG_VO_prowler_shaman_buff_ally_06"	"Gagner ou mourir, nous le ferons ensemble..."
"DCG_VO_prowler_shaman_buff_ally_07"	"On doit veiller l'un sur l'autre."
"DCG_VO_prowler_shaman_buff_ally_08"	"Tu ferais pareil pour moi..."
"DCG_VO_prowler_shaman_buff_ally_09"	"L'union fait la force."
"DCG_VO_prowler_shaman_buff_ally_10"	"Les rôdeurs vous prêtent main-forte."
"DCG_VO_prowler_shaman_debuff_enemy_01"	"Lâche !"
"DCG_VO_prowler_shaman_debuff_enemy_02"	"Tu devrais fuir."
"DCG_VO_prowler_shaman_debuff_enemy_03"	"Il fallait mieux te préparer."
"DCG_VO_prowler_shaman_debuff_enemy_04"	"Tu n'es pas d'ici."
"DCG_VO_prowler_shaman_debuff_enemy_05"	"Tu n'es pas dans ton élément."
"DCG_VO_prowler_shaman_debuff_enemy_06"	"Ton corps se rebelle contre toi."
"DCG_VO_prowler_shaman_debuff_enemy_07"	"Fini les tours de passe-passe."
"DCG_VO_prowler_shaman_debuff_enemy_08"	"Ta force est insuffisante pour nous vaincre..."
"DCG_VO_prowler_shaman_debuff_enemy_09"	"Rien de bien impressionnant."
"DCG_VO_prowler_shaman_debuff_enemy_10"	"Tu finiras par tomber."
"DCG_VO_prowler_shaman_single_target_damage_01"	"Je vais te briser."
"DCG_VO_prowler_shaman_single_target_damage_02"	"Tu n'as aucune chance contre moi."
"DCG_VO_prowler_shaman_single_target_damage_03"	"Je vais m’en charger."
"DCG_VO_prowler_shaman_single_target_damage_04"	"Laisse-les-moi."
"DCG_VO_prowler_shaman_single_target_damage_05"	"Je peux me charger de ça."
"DCG_VO_prowler_shaman_single_target_damage_06"	"Je n'ai pas peur de me battre."
"DCG_VO_prowler_shaman_single_target_damage_07"	"BATS-TOI !"
"DCG_VO_prowler_shaman_single_target_damage_08"	"J'aime montrer l'exemple..."
"DCG_VO_prowler_shaman_single_target_damage_09"	"J’ai l’habitude de me battre."
"DCG_VO_prowler_shaman_single_target_damage_10"	"Tu l’as cherché."
"DCG_VO_prowler_shaman_multi_damage_small_01"	"Je m'occupe de ces crétins..."
"DCG_VO_prowler_shaman_multi_damage_small_02"	"Ton armée n’est pas assez forte."
"DCG_VO_prowler_shaman_multi_damage_small_03"	"Ton armée va mourir ici."
"DCG_VO_prowler_shaman_multi_damage_small_04"	"Je vais les écraser sous mes sabots."
"DCG_VO_prowler_shaman_multi_damage_small_05"	"Ça ? Une armée ?"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"Je dois en tuer encore beaucoup d'autres ?"
"DCG_VO_prowler_shaman_multi_damage_small_07"	"Rends-toi !"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"Je vais mettre fin à cette folie..."
"DCG_VO_prowler_shaman_multi_damage_small_09"	"Vous ne gagnerez jamais ce combat !"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"Je vais tous vous affronter !"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"La jungle aura raison de vous !"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"Aucun de vous ne peut m'arrêter !"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"Je défie le destin !"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"Viens te battre si tu l’oses !"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"Tu n’as pas assez de soldats pour nous arrêter..."
"DCG_VO_prowler_shaman_multi_damage_large_06"	"Détruisons-les tous !"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"Personne ne doit survivre !"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"Ce combat se termine maintenant..."
"DCG_VO_prowler_shaman_multi_damage_large_09"	"Tu vas voir à qui tu as affaire."
"DCG_VO_prowler_shaman_multi_damage_large_10"	"Ha ha ha ha ha ha"
"DCG_VO_prowler_shaman_pleased_01"	"C'est bien."
"DCG_VO_prowler_shaman_pleased_02"	"Tout se passe selon nos plans..."
"DCG_VO_prowler_shaman_pleased_03"	"Tout comme nous l'avions prévu..."
"DCG_VO_prowler_shaman_pleased_04"	"En voilà une chance."
"DCG_VO_prowler_shaman_pleased_05"	"Quel soulagement."
"DCG_VO_prowler_shaman_pleased_06"	"Je savais qu'on pouvait y arriver."
"DCG_VO_prowler_shaman_pleased_07"	"C'est presque fini."
"DCG_VO_prowler_shaman_pleased_08"	"Quelle chance !"
"DCG_VO_prowler_shaman_pleased_09"	"Je t'avais dit de garder espoir."
"DCG_VO_prowler_shaman_pleased_10"	"Plus rien ne peut nous arrêter."
"DCG_VO_prowler_shaman_concerned_01"	"Bizarre..."
"DCG_VO_prowler_shaman_concerned_02"	"Voilà qui est problématique."
"DCG_VO_prowler_shaman_concerned_03"	"Je dois trouver un moyen de corriger ça."
"DCG_VO_prowler_shaman_concerned_04"	"Je ne peux pas rester à ne rien faire."
"DCG_VO_prowler_shaman_concerned_05"	"Réfléchissons... vite !"
"DCG_VO_prowler_shaman_concerned_06"	"Il doit bien y avoir une solution."
"DCG_VO_prowler_shaman_concerned_07"	"Si on ne trouve pas de solution, on est perdus."
"DCG_VO_prowler_shaman_concerned_08"	"Le temps presse."
"DCG_VO_prowler_shaman_concerned_09"	"C'est le cauchemar de tous les meneurs..."
"DCG_VO_prowler_shaman_concerned_10"	"Je ne perdrai pas espoir."
"DCG_VO_prowler_shaman_angry_01"	"Comment oses-tu ?"
"DCG_VO_prowler_shaman_angry_02"	"Tu vas devoir répondre de tes actes !"
"DCG_VO_prowler_shaman_angry_03"	"Tu ne repartiras pas en vie !"
"DCG_VO_prowler_shaman_angry_04"	"Je vais t'ouvrir en deux !"
"DCG_VO_prowler_shaman_angry_05"	"Je ne laisserai pas cette farce continuer !"
"DCG_VO_prowler_shaman_angry_06"	"C'est fini maintenant !"
"DCG_VO_prowler_shaman_angry_07"	"Montre-moi de quoi tu es capable !"
"DCG_VO_prowler_shaman_angry_08"	"La situation te dépasse complètement."
"DCG_VO_prowler_shaman_angry_09"	"Tu as dépassé les bornes."
"DCG_VO_prowler_shaman_angry_10"	"Quelles sont tes chances contre quelqu'un comme moi ?"
"DCG_VO_prowler_shaman_arrogant_01"	"La jungle me craint..."
"DCG_VO_prowler_shaman_arrogant_02"	"Je suis le premier parmi les miens."
"DCG_VO_prowler_shaman_arrogant_03"	"Ce n’est pas sans raison que mon peuple m’a désigné comme chef..."
"DCG_VO_prowler_shaman_arrogant_04"	"Rends-toi. Tu nous feras gagner du temps."
"DCG_VO_prowler_shaman_arrogant_05"	"Tu ne peux rien faire."
"DCG_VO_prowler_shaman_arrogant_06"	"Ta préparation était insuffisante pour ce combat."
"DCG_VO_prowler_shaman_arrogant_07"	"J'attendais bien plus de ta part..."
"DCG_VO_prowler_shaman_arrogant_08"	"Tu n'es pas digne de m'affronter..."
"DCG_VO_prowler_shaman_arrogant_09"	"Tu pensais pouvoir me battre ? Oh je t’en prie…"
"DCG_VO_prowler_shaman_arrogant_10"	"Montre-moi un adversaire digne de ce nom..."
"DCG_VO_prowler_shaman_enigmatic_01"	"Je vais nous faire gagner du temps."
"DCG_VO_prowler_shaman_enigmatic_02"	"Je fais mon devoir."
"DCG_VO_prowler_shaman_enigmatic_03"	"La forêt protège les siens."
"DCG_VO_prowler_shaman_enigmatic_04"	"Les convictions sont source de grande puissance."
"DCG_VO_prowler_shaman_enigmatic_05"	"Les dieux sourient à ces lieux."
"DCG_VO_prowler_shaman_enigmatic_06"	"En effet, nous sommes bénis."
"DCG_VO_prowler_shaman_enigmatic_07"	"C'est un lieu dangereux pour les étrangers."
"DCG_VO_prowler_shaman_enigmatic_08"	"La jungle renferme de nombreux mystères..."
"DCG_VO_prowler_shaman_enigmatic_09"	"Ceci pourrait bien changer le cours des choses..."
"DCG_VO_prowler_shaman_enigmatic_10"	"Je suis habitué à être sous-estimé."
"DCG_VO_prowler_shaman_death_01"	"<i>Cris</i>"
"DCG_VO_kobold_saboteur_intro"	"Dès que j'ai entendu parler du Cercle de jaspe, j'ai voulu en faire partie, mais on ne demande pas à rejoindre un tel groupe... c'est eux qui vous contactent... Il faut donc se forger une réputation. Ça faisait six mois que je surveillais Souffle-chaud, six mois à regarder cette stupide fée faire des trucs idiots de fée marchande. C'est alors que j'ai eu un plan mais les Sœurs du voile ont débarqué et tout gâché en assassinant Kwerthias. C'est vrai, j'aurais pu en profiter pour tuer Souffle-chaud mais tout le monde en aurait attribué le mérite aux Sœurs. J'ai préféré laisser tomber et me barrer."
"DCG_VO_kobold_saboteur_no_accident"	"Parfois, je m'ennuie.  C'est en général à ce moment que j'incite quelqu'un à mourir."
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"Prête à bosser."
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"C'est l'heure de tuer quelqu'un..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"Oh ouais, ça va tuer quelqu'un..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"Je vais te montrer ce que je sais faire..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"Je ferai tout pour que le Cercle de jaspe me remarque..."
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"Les cadavres ne paient pas leurs dettes..."
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"Je dois rester en sécurité..."
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"J'ai de nombreux ennemis..."
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"Nous vivons dans un monde dangereux..."
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"Je m’attends toujours à ce que quelqu’un m’attaque…"
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"Super."
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"Voilà qui devrait être utile..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"Je vais en faire bon usage."
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"Ça devrait m’aider à faire le travail."
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"Merci."
"DCG_VO_kobold_saboteur_kill_rival_01"	"C'était joué d'avance..."
"DCG_VO_kobold_saboteur_kill_rival_02"	"Je suis une professionnelle."
"DCG_VO_kobold_saboteur_kill_rival_03"	"J'adore manier le couteau..."
"DCG_VO_kobold_saboteur_kill_rival_04"	"C’est de plus en plus facile."
"DCG_VO_kobold_saboteur_kill_rival_05"	"Je pourrais faire ça toute la journée..."
"DCG_VO_kobold_saboteur_kill_rival_06"	"Voilà une journée agréable..."
"DCG_VO_kobold_saboteur_kill_rival_07"	"Désolée..."
"DCG_VO_kobold_saboteur_kill_rival_08"	"Chuuuuut."
"DCG_VO_kobold_saboteur_kill_rival_09"	"Au moins, ça a été rapide."
"DCG_VO_kobold_saboteur_kill_rival_10"	"J'en ai tué des meilleurs..."
"DCG_VO_kobold_saboteur_use_include_01"	"Oups."
"DCG_VO_kobold_saboteur_use_include_02"	"Je ne t'avais pas vu..."
"DCG_VO_kobold_saboteur_use_include_03"	"Tu ne sentiras rien."
"DCG_VO_kobold_saboteur_unique_01"	"Je suis obligée de te tuer si je veux me faire un nom…"
"DCG_VO_kobold_saboteur_unique_02"	"Découpeur... tu es.... bien plus grand que prévu..."
"DCG_VO_kobold_saboteur_unique_03"	"Sniper, tu pourrais me prêter cette arme un jour ?"
"DCG_VO_kobold_saboteur_unique_04"	"Je sais que je ne suis pas une Keen mais je ne suis pas très grande. Ça compte ?"
"DCG_VO_kobold_saboteur_unique_05"	"Hé Ingénieur, tu m'invites à boire un verre et je tranche la gorge de Mazzie pour toi..."
"DCG_VO_kobold_saboteur_unique_06"	"J'ai attendu ce moment pendant si longtemps..."
"DCG_VO_kobold_saboteur_unique_07"	"Hé Découpeur, tu veux bien être mon ami ?  Je te promets de ne pas essayer de te tuer pendant ton sommeil."
"DCG_VO_kobold_saboteur_unique_08"	"Sorla, je dois admettre que t’es une femme qui sait ce qu’elle veut."
"DCG_VO_kobold_saboteur_unique_09"	"C'est dur de trouver quelqu'un sur qui compter."
"DCG_VO_kobold_saboteur_unique_10"	"Je connais ces types. Ils sont vraiment efficaces quand ils décident de collaborer."
"DCG_VO_kobold_saboteur_unique_11"	"Tu m’as privée de Kwerthias !"
"DCG_VO_kobold_saboteur_unique_12"	"C'est moi qui devais tuer Kwerthias !"
"DCG_VO_kobold_saboteur_unique_12_alt"	"Souffle-chaud est en vie à cause de toi !"
"DCG_VO_kobold_saboteur_unique_13"	"Je vais devoir te tuer pour montrer l’exemple…"
"DCG_VO_kobold_saboteur_unique_14"	"Comment s'est déroulée ta mission à Revtel ?"
"DCG_VO_kobold_saboteur_unique_15"	"Aide-moi à tuer Découpeur et je veillerai à ce que Belplume soit à toi..."
"DCG_VO_kobold_saboteur_unique_16"	"Je comprends désormais pourquoi les Sœurs portent ça en permanence..."
"DCG_VO_kobold_saboteur_unique_17"	"C'est un honneur de tuer des gens avec vous, mesdames."
"DCG_VO_kobold_saboteur_unique_18"	"J'adore les soirées entre filles..."
"DCG_VO_kobold_saboteur_unique_19"	"C'est vraiment trop facile..."
"DCG_VO_kobold_saboteur_unique_20"	"Ils nous laissent détruire ce truc..."
"DCG_VO_kobold_saboteur_healed_01"	"Aaaaah"
"DCG_VO_kobold_saboteur_healed_02"	"Je me sens mieux."
"DCG_VO_kobold_saboteur_healed_03"	"Prête à trancher des gorges..."
"DCG_VO_kobold_saboteur_healed_04"	"C'est l'heure d'aller faire le sale boulot."
"DCG_VO_kobold_saboteur_healed_05"	"C'est comme ça qu'on bichonne le talent..."
"DCG_VO_kobold_saboteur_taunt_generic_01"	"C’est le moment que je préfère..."
"DCG_VO_kobold_saboteur_taunt_generic_02"	"Ils vont finir par s'entretuer..."
"DCG_VO_kobold_saboteur_taunt_generic_03"	"On peut détruire la tour !"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"On tue tout sur notre passage !"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"C'est le moment !"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"Ne gâchons pas cette opportunité !"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"On prend tout ce qu’on veut !"
"DCG_VO_kobold_saboteur_taunt_generic_08"	"La victoire est proche !"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"On peut gagner !"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"Détruisez tout ce que vous voyez !"
"DCG_VO_kobold_saboteur_potential_kill_01"	"Tu m'appartiens."
"DCG_VO_kobold_saboteur_potential_kill_02"	"Il n'y a pas d'issue."
"DCG_VO_kobold_saboteur_potential_kill_03"	"C'est fini pour toi."
"DCG_VO_kobold_saboteur_potential_kill_04"	"Ha ha ha ha ha."
"DCG_VO_kobold_saboteur_potential_kill_05"	"Trop facile."
"DCG_VO_kobold_saboteur_potential_save_01"	"Ça ne va pas être si facile..."
"DCG_VO_kobold_saboteur_potential_save_02"	"Je suis plus sournoise que tu ne le crois..."
"DCG_VO_kobold_saboteur_potential_save_03"	"Je m'y attendais..."
"DCG_VO_kobold_saboteur_potential_save_04"	"J'ai toujours un plan de secours..."
"DCG_VO_kobold_saboteur_potential_save_05"	"Si proche mais si loin à la fois..."
"DCG_VO_kobold_saboteur_permanent_armor_01"	"Ça ne va pas être facile."
"DCG_VO_kobold_saboteur_permanent_armor_02"	"Ça va pas être beau à voir..."
"DCG_VO_kobold_saboteur_permanent_armor_03"	"Je dois prendre soin de moi et que de moi."
"DCG_VO_kobold_saboteur_permanent_armor_04"	"Je dois rester en vie."
"DCG_VO_kobold_saboteur_permanent_armor_05"	"Il y a toujours quelqu'un qui cherche à me tuer..."
"DCG_VO_kobold_saboteur_permanent_attack_01"	"L'heure est venue d'aiguiser ma collection de couteaux..."
"DCG_VO_kobold_saboteur_permanent_attack_02"	"La perfection vient avec l'entraînement..."
"DCG_VO_kobold_saboteur_permanent_attack_03"	"Ces livres d'anatomie auront vraiment été utiles..."
"DCG_VO_kobold_saboteur_permanent_attack_04"	"Je vais trouver leur point faible..."
"DCG_VO_kobold_saboteur_permanent_attack_05"	"J'ai hâte de découper quelqu'un..."
"DCG_VO_kobold_saboteur_permanent_health_01"	"Je ne compte pas me laisser malmener..."
"DCG_VO_kobold_saboteur_permanent_health_02"	"Je me sens pleine de vie..."
"DCG_VO_kobold_saboteur_permanent_health_03"	"Je suis prête à prendre quelques coups…"
"DCG_VO_kobold_saboteur_permanent_health_04"	"J'ai déjà eu l'occasion de me battre..."
"DCG_VO_kobold_saboteur_permanent_health_05"	"Je ne compte pas mourir ici !"
"DCG_VO_kobold_saboteur_cast_spell_01"	"J’adore ce moment."
"DCG_VO_kobold_saboteur_cast_spell_02"	"J'adore mon boulot."
"DCG_VO_kobold_saboteur_cast_spell_03"	"Je ne m'en lasse pas."
"DCG_VO_kobold_saboteur_cast_spell_04"	"Tu devrais voir la tête que tu fais."
"DCG_VO_kobold_saboteur_cast_spell_05"	"Tu l’avais pas venu venir hein ?"
"DCG_VO_kobold_saboteur_cast_spell_06"	"T’es pas de taille."
"DCG_VO_kobold_saboteur_cast_spell_07"	"Voilà un petit quelque chose de spécial sur lequel je travaillais..."
"DCG_VO_kobold_saboteur_cast_spell_08"	"J'adore les vilaines surprises..."
"DCG_VO_kobold_saboteur_cast_spell_09"	"Faut tout prévoir à l’avance…"
"DCG_VO_kobold_saboteur_cast_spell_10"	"Il est bon d'avoir des amis à Revtel..."
"DCG_VO_kobold_saboteur_buff_ally_01"	"Là !"
"DCG_VO_kobold_saboteur_buff_ally_02"	"Suis-moi."
"DCG_VO_kobold_saboteur_buff_ally_03"	"Au boulot."
"DCG_VO_kobold_saboteur_buff_ally_04"	"D'attaque pour tuer des gens ?"
"DCG_VO_kobold_saboteur_buff_ally_05"	"Je vais avoir besoin de ton aide."
"DCG_VO_kobold_saboteur_buff_ally_06"	"Protège-moi et je te protégerai."
"DCG_VO_kobold_saboteur_buff_ally_07"	"T’as un joli dos. Promis, j'y planterai pas de couteau."
"DCG_VO_kobold_saboteur_buff_ally_08"	"C'est ça d'avoir des amis..."
"DCG_VO_kobold_saboteur_buff_ally_09"	"Tiens !"
"DCG_VO_kobold_saboteur_buff_ally_10"	"On dirait que t’as besoin de ça."
"DCG_VO_kobold_saboteur_debuff_enemy_01"	"D’abord je t’affaiblis…"
"DCG_VO_kobold_saboteur_debuff_enemy_02"	"Je vais prendre mon temps avec toi..."
"DCG_VO_kobold_saboteur_debuff_enemy_03"	"T'en fais pas, je vais finir par te tuer..."
"DCG_VO_kobold_saboteur_debuff_enemy_04"	"Amusons-nous un peu..."
"DCG_VO_kobold_saboteur_debuff_enemy_05"	"Tu pensais quand même pas que t’allais t'en sortir vivant ?"
"DCG_VO_kobold_saboteur_debuff_enemy_06"	"Tu mourras quand je te le dirai."
"DCG_VO_kobold_saboteur_debuff_enemy_07"	"On m'avait dit que tu savais encaisser les coups..."
"DCG_VO_kobold_saboteur_debuff_enemy_08"	"Tout ça pour ça ?  Quelle déception."
"DCG_VO_kobold_saboteur_debuff_enemy_09"	"Je pensais pas que ça serait si simple..."
"DCG_VO_kobold_saboteur_debuff_enemy_10"	"Tu es pathétique."
"DCG_VO_kobold_saboteur_single_target_damage_01"	"L’heure est aux manigances… et par manigances je veux dire meurtre."
"DCG_VO_kobold_saboteur_single_target_damage_02"	"Admire une vraie pro en train de faire son boulot."
"DCG_VO_kobold_saboteur_single_target_damage_03"	"J'espère que le Cercle de jaspe a vu ça…"
"DCG_VO_kobold_saboteur_single_target_damage_04"	"J'espère que ton sourire sanglant te plaît."
"DCG_VO_kobold_saboteur_single_target_damage_05"	"Ça sera pas bien long."
"DCG_VO_kobold_saboteur_single_target_damage_06"	"Laisse-moi faire mon truc."
"DCG_VO_kobold_saboteur_single_target_damage_07"	"Tu vas saigner."
"DCG_VO_kobold_saboteur_single_target_damage_08"	"Il est temps de mourir !"
"DCG_VO_kobold_saboteur_single_target_damage_09"	"♪ Je vaiiiis te tuuuer… ♪"
"DCG_VO_kobold_saboteur_single_target_damage_10"	"Tu ne sentiras presque rien."
"DCG_VO_kobold_saboteur_multi_damage_small_01"	"Laissez les cadavres et prenez l'or..."
"DCG_VO_kobold_saboteur_multi_damage_small_02"	"Vous allez tous mourir..."
"DCG_VO_kobold_saboteur_multi_damage_small_03"	"Je peux m'occuper de ces types."
"DCG_VO_kobold_saboteur_multi_damage_small_04"	"Ça risque de pas être beau à voir."
"DCG_VO_kobold_saboteur_multi_damage_small_05"	"À votre place, je commencerais à courir."
"DCG_VO_kobold_saboteur_multi_damage_small_06"	"Alors, prêts à jouer ?"
"DCG_VO_kobold_saboteur_multi_damage_small_07"	"Qui a envie de jouer ?"
"DCG_VO_kobold_saboteur_multi_damage_small_08"	"Qui veut y passer en premier ?"
"DCG_VO_kobold_saboteur_multi_damage_small_09"	"Ne vous en faites pas, j'en ai assez pour tout le monde..."
"DCG_VO_kobold_saboteur_multi_damage_small_10"	"On aime toutes améliorer son nombre de victimes..."
"DCG_VO_kobold_saboteur_multi_damage_large_01"	"Boum."
"DCG_VO_kobold_saboteur_multi_damage_large_02"	"Boum !"
"DCG_VO_kobold_saboteur_multi_damage_large_03"	"Vous êtes tous morts !"
"DCG_VO_kobold_saboteur_multi_damage_large_04"	"Je vais tous vous tuer !"
"DCG_VO_kobold_saboteur_multi_damage_large_05"	"C'est tout simplement parfait."
"DCG_VO_kobold_saboteur_multi_damage_large_06"	"On ne peut pas faire mieux..."
"DCG_VO_kobold_saboteur_multi_damage_large_07"	"Désolée pour le désordre."
"DCG_VO_kobold_saboteur_multi_damage_large_08"	"L’assassinat c’est mon dada."
"DCG_VO_kobold_saboteur_multi_damage_large_09"	"Ça ne sert à rien de se cacher !"
"DCG_VO_kobold_saboteur_multi_damage_large_10"	"Vous ne pouvez pas m'échapper !"
"DCG_VO_kobold_saboteur_pleased_01"	"Sacrée journée !"
"DCG_VO_kobold_saboteur_pleased_02"	"La vie est belle."
"DCG_VO_kobold_saboteur_pleased_03"	"C'est marrant."
"DCG_VO_kobold_saboteur_pleased_04"	"Qu’est-ce qu’on s'éclate ! Pas vrai ?"
"DCG_VO_kobold_saboteur_pleased_05"	"Tout se passe pour le mieux…"
"DCG_VO_kobold_saboteur_pleased_06"	"Le Cercle de jaspe devrait débarquer d'un moment à l'autre..."
"DCG_VO_kobold_saboteur_pleased_07"	"Si avec ça le Cercle de jaspe n'est pas impressionné, je sais plus quoi faire !"
"DCG_VO_kobold_saboteur_pleased_08"	"Qu’est-ce que j’aime l’argent…"
"DCG_VO_kobold_saboteur_pleased_09"	"Allons nous remplir les poches..."
"DCG_VO_kobold_saboteur_pleased_10"	"On a besoin d'or."
"DCG_VO_kobold_saboteur_concerned_01"	"Je pensais pas que ça se passerait comme ça…"
"DCG_VO_kobold_saboteur_concerned_02"	"Je me sens un peu exposée là..."
"DCG_VO_kobold_saboteur_concerned_03"	"Euh... les gars ?"
