"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"Pierpont e eu discordamos em muitas coisas, mas ele teve a sabedoria de reconhecer os perigos de enfurecer o Vazio Sem Rosto. O Tratado de Claszureme não me anima muito, a cronomancia era bem divertida. Mas sabe o que também é legal? Não destruírem a sua linha temporal."
"DCG_VO_prowler_shaman_debuff_enemy_08"	"Você não tem forças para nos derrotar..."
"DCG_VO_prowler_shaman_debuff_enemy_09"	"Você não me impressiona."
"DCG_VO_prowler_shaman_debuff_enemy_10"	"A sua hora está chegando."
"DCG_VO_prowler_shaman_single_target_damage_01"	"Vou te deixar em pedaços."
"DCG_VO_prowler_shaman_single_target_damage_02"	"Você não tem chance contra mim."
"DCG_VO_prowler_shaman_single_target_damage_03"	"Esse é meu."
"DCG_VO_prowler_shaman_single_target_damage_04"	"Deixa comigo."
"DCG_VO_prowler_shaman_single_target_damage_05"	"Eu dou conta."
"DCG_VO_prowler_shaman_single_target_damage_06"	"Não tenho medo de lutar."
"DCG_VO_prowler_shaman_single_target_damage_07"	"VEM ENCARAR!"
"DCG_VO_prowler_shaman_single_target_damage_08"	"Eu lidero pelo exemplo..."
"DCG_VO_prowler_shaman_single_target_damage_09"	"Já estou acostumado ao combate."
"DCG_VO_prowler_shaman_single_target_damage_10"	"Foi você quem pediu."
"DCG_VO_prowler_shaman_multi_damage_small_01"	"Deixem esses cretinos comigo..."
"DCG_VO_prowler_shaman_multi_damage_small_02"	"O seu exército não é forte o suficiente."
"DCG_VO_prowler_shaman_multi_damage_small_03"	"O seu exército vai morrer aqui."
"DCG_VO_prowler_shaman_multi_damage_small_04"	"Eu vou pisotear todos eles."
"DCG_VO_prowler_shaman_multi_damage_small_05"	"Vocês chamam isso de exército?"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"Quanto mais preciso matar?"
"DCG_VO_prowler_shaman_multi_damage_small_07"	"Rendam-se!"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"Acabarei com essa tolice..."
"DCG_VO_prowler_shaman_multi_damage_small_09"	"Esta luta vocês não vencerão!"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"Eu enfrentarei todos vocês!"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"A selva vai tragar vocês!"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"Nenhum de vocês pode me deter!"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"Não ligo para probabilidades!"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"Quero ver me enfrentar!"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"Vocês não têm efetivo suficiente para nos deter..."
"DCG_VO_prowler_shaman_multi_damage_large_06"	"Destruam todos!"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"Que não reste ninguém de pé!"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"Isso acaba agora..."
"DCG_VO_prowler_shaman_multi_damage_large_09"	"Vocês saberão o que estão enfrentando."
"DCG_VO_prowler_shaman_multi_damage_large_10"	"Hahahahahaha!"
"DCG_VO_prowler_shaman_pleased_01"	"Ótimo."
"DCG_VO_prowler_shaman_pleased_02"	"Está tudo dando certo..."
"DCG_VO_prowler_shaman_pleased_03"	"Como esperávamos..."
"DCG_VO_prowler_shaman_pleased_04"	"Muito satisfatório."
"DCG_VO_prowler_shaman_pleased_05"	"Estou aliviado."
"DCG_VO_prowler_shaman_pleased_06"	"Eu sabia que conseguiríamos."
"DCG_VO_prowler_shaman_pleased_07"	"Está quase acabando."
"DCG_VO_prowler_shaman_pleased_08"	"Que sorte."
"DCG_VO_prowler_shaman_pleased_09"	"Eu bem que falei para vocês terem fé."
"DCG_VO_prowler_shaman_pleased_10"	"O que poderia nos deter agora?"
"DCG_VO_prowler_shaman_concerned_01"	"Preocupante..."
"DCG_VO_prowler_shaman_concerned_02"	"Isso complica."
"DCG_VO_prowler_shaman_concerned_03"	"Tenho que resolver isso."
"DCG_VO_prowler_shaman_concerned_04"	"Não posso ficar de braços cruzados."
"DCG_VO_prowler_shaman_concerned_05"	"Preciso pensar rápido..."
"DCG_VO_prowler_shaman_concerned_06"	"Tem que haver uma solução."
"DCG_VO_prowler_shaman_concerned_07"	"Se eu não encontrar uma solução, morreremos."
"DCG_VO_prowler_shaman_concerned_08"	"O tempo está se esgotando."
"DCG_VO_prowler_shaman_concerned_09"	"Este é o pesadelo de todo líder..."
"DCG_VO_prowler_shaman_concerned_10"	"A esperança é a última que morre."
"DCG_VO_prowler_shaman_angry_01"	"Como se atreve?!"
"DCG_VO_prowler_shaman_angry_02"	"Você pagará por isso!"
"DCG_VO_prowler_shaman_angry_03"	"Você não sairá daqui com vida!"
"DCG_VO_prowler_shaman_angry_04"	"Vou rasgar você pela metade!"
"DCG_VO_prowler_shaman_angry_05"	"Não permitirei que esta farsa continue!"
"DCG_VO_prowler_shaman_angry_06"	"Isso acaba agora!"
"DCG_VO_prowler_shaman_angry_07"	"Mostre do que você é capaz!"
"DCG_VO_prowler_shaman_angry_08"	"Você não sabe onde se meteu."
"DCG_VO_prowler_shaman_angry_09"	"Você passou dos limites."
"DCG_VO_prowler_shaman_angry_10"	"Que chance você tem contra alguém como eu?"
"DCG_VO_prowler_shaman_arrogant_01"	"Eu sou aquilo que a selva teme..."
"DCG_VO_prowler_shaman_arrogant_02"	"Eu sou o melhor do meu povo."
"DCG_VO_prowler_shaman_arrogant_03"	"Não foi à toa que o meu povo escolheu a mim quando precisou de um líder..."
"DCG_VO_prowler_shaman_arrogant_04"	"Rendam-se e poupem o nosso tempo."
"DCG_VO_prowler_shaman_arrogant_05"	"Você não é páreo para mim."
"DCG_VO_prowler_shaman_arrogant_06"	"Você claramente não está à altura deste embate."
"DCG_VO_prowler_shaman_arrogant_07"	"Eu esperava mais de você..."
"DCG_VO_prowler_shaman_arrogant_08"	"Você não vale o meu esforço..."
"DCG_VO_prowler_shaman_arrogant_09"	"Você achou que me venceria? Faça-me o favor..."
"DCG_VO_prowler_shaman_arrogant_10"	"Tragam um adversário digno..."
"DCG_VO_prowler_shaman_enigmatic_01"	"Vou ganhar tempo."
"DCG_VO_prowler_shaman_enigmatic_02"	"Faço o que for preciso."
"DCG_VO_prowler_shaman_enigmatic_03"	"A floresta protege quem a habita."
"DCG_VO_prowler_shaman_enigmatic_04"	"Há muito poder na crença."
"DCG_VO_prowler_shaman_enigmatic_05"	"Os deuses sorriem neste lugar."
"DCG_VO_prowler_shaman_enigmatic_06"	"Somos abençoados, sem dúvida."
"DCG_VO_prowler_shaman_enigmatic_07"	"Este lugar é perigoso para forasteiros."
"DCG_VO_prowler_shaman_enigmatic_08"	"A selva abriga muitos mistérios..."
"DCG_VO_prowler_shaman_enigmatic_09"	"Isso pode virar o jogo..."
"DCG_VO_prowler_shaman_enigmatic_10"	"Já me acostumei a ser subestimado."
"DCG_VO_prowler_shaman_death_01"	"<i>Grito</i>"
"DCG_VO_kobold_saboteur_intro"	"Desde que ouvi a respeito do Círculo de Jaspe, quis fazer parte dele, mas em um grupo assim... você não pede para entrar. É preciso receber um convite... Quer dizer, você tem que trabalhar na sua reputação antes. Passei seis meses sendo a sombra de Mirassol, vendo aquela fada idiota fazer coisas idiotas de fada comerciante. Foi então que bolei um plano. Mas aí a Irmandade do Véu assassinou Kwerthias e estragou tudo. Eu poderia ter matado Mirassol, claro, mas a Irmandade ficaria com o crédito, então eu mandei tudo para o inferno e parti para outra."
"DCG_VO_kobold_saboteur_no_accident"	"Às vezes bate o tédio. Geralmente é nessa hora que eu dou uma forcinha para alguém cair duro."
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"Hora de trabalhar."
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"Vamos matar alguém..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"Sim, sim... assim dá para matar..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"Deixa eu te mostrar o que sei fazer..."
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"O Círculo de Jaspe vai prestar atenção em mim..."
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"Quem morre não ganha dinheiro..."
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"Preciso ser cautelosa..."
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"Arranjei um monte de inimigos..."
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"O mundo anda muito perigoso..."
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"Quem quiser pode vir para cima de mim..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"Ótimo."
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"Isso vem a calhar..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"Eu dou um jeito nisso..."
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"Agora eu dou conta do serviço."
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"Obrigada."
"DCG_VO_kobold_saboteur_kill_rival_01"	"Acabou antes mesmo de começar..."
"DCG_VO_kobold_saboteur_kill_rival_02"	"Eu sou uma profissional..."
"DCG_VO_kobold_saboteur_kill_rival_03"	"Eu adoro lidar com facas..."
"DCG_VO_kobold_saboteur_kill_rival_04"	"Cada vez mais fácil..."
"DCG_VO_kobold_saboteur_kill_rival_05"	"Dá para ficar o dia todo nessa..."
"DCG_VO_kobold_saboteur_kill_rival_06"	"O dia foi ótimo..."
"DCG_VO_kobold_saboteur_kill_rival_07"	"Foi mal, colega..."
"DCG_VO_kobold_saboteur_kill_rival_08"	"Shhhhh!"
"DCG_VO_kobold_saboteur_kill_rival_09"	"Pelo menos foi rápido."
"DCG_VO_kobold_saboteur_kill_rival_10"	"Já matei melhores..."
"DCG_VO_kobold_saboteur_use_include_01"	"Ops."
"DCG_VO_kobold_saboteur_use_include_02"	"Não vi que você tava aí..."
"DCG_VO_kobold_saboteur_use_include_03"	"Você não vai sentir nada."
"DCG_VO_kobold_saboteur_unique_01"	"Eu vou te matar e ficar famosa..."
"DCG_VO_kobold_saboteur_unique_02"	"Machado... você... é bem maior do que eu imaginava..."
"DCG_VO_kobold_saboteur_unique_03"	"Você me empresta essa arma algum dia, Franco-atirador?"
"DCG_VO_kobold_saboteur_unique_04"	"Olha, eu sei que não sou keen, mas também sou baixinha. Isso não conta?"
"DCG_VO_kobold_saboteur_unique_05"	"Ei, Inventor, se você me pagar uma cerva, eu corto a garganta do Mazzie para você..."
"DCG_VO_kobold_saboteur_unique_06"	"Eu aguardei esse momento por muito tempo..."
"DCG_VO_kobold_saboteur_unique_07"	"Ei, Machado, vamos ser amigos. Eu prometo não tentar te matar de madrugada."
"DCG_VO_kobold_saboteur_unique_08"	"Sorla, você é uma mulher de respeito. Isso eu tenho que admitir."
"DCG_VO_kobold_saboteur_unique_09"	"É difícil encontrar bons colaboradores."
"DCG_VO_kobold_saboteur_unique_10"	"Eu conheço esse pessoal. Eles mandam bem quando decidem trabalhar de verdade."
"DCG_VO_kobold_saboteur_unique_11"	"Você roubou Kwerthias de mim!"
"DCG_VO_kobold_saboteur_unique_12"	"Eu que devia tirar a vida de Kwerthias!"
"DCG_VO_kobold_saboteur_unique_12_alt"	"Mirassol saiu com vida por sua causa!"
"DCG_VO_kobold_saboteur_unique_13"	"Acho que terei que fazer o meu nome matando você..."
"DCG_VO_kobold_saboteur_unique_14"	"No que deu a história de Revtel?"
"DCG_VO_kobold_saboteur_unique_15"	"Seguinte, me ajude a matar o Machado e eu cuido para que Genteboa seja toda sua..."
"DCG_VO_kobold_saboteur_unique_16"	"Agora eu sei por que as irmãs usam isso o tempo todo..."
"DCG_VO_kobold_saboteur_unique_17"	"É uma honra poder matar na companhia das senhoritas."
"DCG_VO_kobold_saboteur_unique_18"	"Adoro dar uma saída com as meninas..."
"DCG_VO_kobold_saboteur_unique_19"	"Estão dando bobeira demais..."
"DCG_VO_kobold_saboteur_unique_20"	"Estão meio que nos deixando destruir..."
"DCG_VO_kobold_saboteur_healed_01"	"Ahhhhh."
"DCG_VO_kobold_saboteur_healed_02"	"Estou me sentindo melhor."
"DCG_VO_kobold_saboteur_healed_03"	"Hora de cortar gargantas..."
"DCG_VO_kobold_saboteur_healed_04"	"Alguém tem que fazer o trabalho sujo."
"DCG_VO_kobold_saboteur_healed_05"	"Isso é que é cuidar de quem importa..."
"DCG_VO_kobold_saboteur_taunt_generic_01"	"Eu adoro essa parte..."
"DCG_VO_kobold_saboteur_taunt_generic_02"	"Esse pessoal não vai morrer sem a nossa ajuda..."
"DCG_VO_kobold_saboteur_taunt_generic_03"	"Podemos ir para cima da torre!"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"Vamos matar quem se meter no caminho!"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"É a nossa hora!"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"Não vamos desperdiçar esta oportunidade!"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"Vamos pegar o que bem entender..."
"DCG_VO_kobold_saboteur_taunt_generic_08"	"A vitória está próxima!"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"Dá para ganhar!"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"Destruam tudo!"
"DCG_VO_kobold_saboteur_potential_kill_01"	"Você não me escapa."
"DCG_VO_kobold_saboteur_potential_kill_02"	"Não tem para onde fugir."
"DCG_VO_kobold_saboteur_potential_kill_03"	"Você vai morrer."
"DCG_VO_kobold_saboteur_potential_kill_04"	"Hahahahaha!"
"DCG_VO_kobold_saboteur_potential_kill_05"	"Fácil demais."
"DCG_VO_kobold_saboteur_potential_save_01"	"Não vai ser assim tão fácil..."
"DCG_VO_kobold_saboteur_potential_save_02"	"Eu sou mais versátil do que você pensa..."
"DCG_VO_kobold_saboteur_potential_save_03"	"Eu me preparei para isso..."
"DCG_VO_kobold_saboteur_potential_save_04"	"Eu sempre tenho um plano de fuga..."
"DCG_VO_kobold_saboteur_potential_save_05"	"Tão perto, mas tão longe..."
"DCG_VO_kobold_saboteur_permanent_armor_01"	"Esse trabalho vai ser dureza."
"DCG_VO_kobold_saboteur_permanent_armor_02"	"As coisas podem ficar complicadas..."
"DCG_VO_kobold_saboteur_permanent_armor_03"	"Tenho que proteger a estrela do show."
"DCG_VO_kobold_saboteur_permanent_armor_04"	"Eu preciso continuar viva."
"DCG_VO_kobold_saboteur_permanent_armor_05"	"Sempre tem alguém tentando me matar..."
"DCG_VO_kobold_saboteur_permanent_attack_01"	"Hora de afiar a coleção de facas..."
"DCG_VO_kobold_saboteur_permanent_attack_02"	"A prática leva à perfeição..."
"DCG_VO_kobold_saboteur_permanent_attack_03"	"Aqueles livros de anatomia realmente valeram a pena..."
"DCG_VO_kobold_saboteur_permanent_attack_04"	"Todo mundo tem um ponto fraco..."
"DCG_VO_kobold_saboteur_permanent_attack_05"	"Mal posso esperar para rasgar alguém..."
"DCG_VO_kobold_saboteur_permanent_health_01"	"Eu não vou deixar que me detonem..."
"DCG_VO_kobold_saboteur_permanent_health_02"	"Eu já me sinto mais forte..."
"DCG_VO_kobold_saboteur_permanent_health_03"	"Eu aguento..."
"DCG_VO_kobold_saboteur_permanent_health_04"	"Não é a minha primeira luta..."
"DCG_VO_kobold_saboteur_permanent_health_05"	"Eu não vou morrer aqui!"
"DCG_VO_kobold_saboteur_cast_spell_01"	"Eu adoro essa parte."
"DCG_VO_kobold_saboteur_cast_spell_02"	"Nossa, eu adoro o meu trabalho!"
"DCG_VO_kobold_saboteur_cast_spell_03"	"Eu nunca enjoo disso."
"DCG_VO_kobold_saboteur_cast_spell_04"	"Eu só queria que você visse a sua cara."
"DCG_VO_kobold_saboteur_cast_spell_05"	"Não esperava por essa?"
"DCG_VO_kobold_saboteur_cast_spell_06"	"Não tinha como você me enfrentar..."
"DCG_VO_kobold_saboteur_cast_spell_07"	"Tem uma coisinha especial aqui que eu preparei..."
"DCG_VO_kobold_saboteur_cast_spell_08"	"Eu adoro surpresas desagradáveis..."
"DCG_VO_kobold_saboteur_cast_spell_09"	"Tem que planejar com antecedência..."
"DCG_VO_kobold_saboteur_cast_spell_10"	"É bom ter amigos em Revtel..."
"DCG_VO_kobold_saboteur_buff_ally_01"	"Aqui!"
"DCG_VO_kobold_saboteur_buff_ally_02"	"Siga o meu comando."
"DCG_VO_kobold_saboteur_buff_ally_03"	"Ao trabalho!"
"DCG_VO_kobold_saboteur_buff_ally_04"	"Pronto para sair matando?"
"DCG_VO_kobold_saboteur_buff_ally_05"	"Eu vou precisar da sua ajuda."
"DCG_VO_kobold_saboteur_buff_ally_06"	"Cuida de mim que eu cuido de você."
"DCG_VO_kobold_saboteur_buff_ally_07"	"Belas costas. Prometo não as apunhalar."
"DCG_VO_kobold_saboteur_buff_ally_08"	"Ah, então essa é a sensação de ter amigos..."
"DCG_VO_kobold_saboteur_buff_ally_09"	"Toma aí!"
"DCG_VO_kobold_saboteur_buff_ally_10"	"Você está com cara de que precisa disso."
"DCG_VO_kobold_saboteur_debuff_enemy_01"	"Primeiro, eu te dou uma amaciada..."
"DCG_VO_kobold_saboteur_debuff_enemy_02"	"Vou levar o tempo que precisar com você..."
"DCG_VO_kobold_saboteur_debuff_enemy_03"	"Não se preocupe, uma hora eu vou te matar..."
"DCG_VO_kobold_saboteur_debuff_enemy_04"	"Vamos nos divertir..."
"DCG_VO_kobold_saboteur_debuff_enemy_05"	"Você não achou que iria sobreviver, né?"
"DCG_VO_kobold_saboteur_debuff_enemy_06"	"Você morrerá quando eu permitir."
"DCG_VO_kobold_saboteur_debuff_enemy_07"	"Achei que você era dos adversários mais difíceis."
"DCG_VO_kobold_saboteur_debuff_enemy_08"	"Tanta conversa. Tanta decepção."
"DCG_VO_kobold_saboteur_debuff_enemy_09"	"Eu não achava que seria tão fácil..."
"DCG_VO_kobold_saboteur_debuff_enemy_10"	"Você é uma piada."
"DCG_VO_kobold_saboteur_single_target_damage_01"	"É hora de travessura. E, por travessura, eu me refiro a assassinato."
"DCG_VO_kobold_saboteur_single_target_damage_02"	"Apenas observe o trabalho de uma profissional."
"DCG_VO_kobold_saboteur_single_target_damage_03"	"Espero que o Círculo de Jaspe esteja assistindo..."
"DCG_VO_kobold_saboteur_single_target_damage_04"	"Tem sangue escorrendo desse seu sorrisinho."
"DCG_VO_kobold_saboteur_single_target_damage_05"	"Isso não vai demorar."
"DCG_VO_kobold_saboteur_single_target_damage_06"	"Deixa eu fazer o meu trabalho."
"DCG_VO_kobold_saboteur_single_target_damage_07"	"Você vai sangrar."
"DCG_VO_kobold_saboteur_single_target_damage_08"	"Hora de morrer!"
"DCG_VO_kobold_saboteur_single_target_damage_09"	"Eu vou mataaar vocêêêê..."
"DCG_VO_kobold_saboteur_single_target_damage_10"	"Você não vai sentir quase nada."
"DCG_VO_kobold_saboteur_multi_damage_small_01"	"Deixem os cadáveres, peguem o ouro..."
"DCG_VO_kobold_saboteur_multi_damage_small_02"	"Vocês vão todos morrer..."
"DCG_VO_kobold_saboteur_multi_damage_small_03"	"Deixa que eu dou conta desses caras."
"DCG_VO_kobold_saboteur_multi_damage_small_04"	"O negócio vai ficar feio."
"DCG_VO_kobold_saboteur_multi_damage_small_05"	"Se eu fosse vocês, fugia agora."
"DCG_VO_kobold_saboteur_multi_damage_small_06"	"Estão prontos para brincar?"
"DCG_VO_kobold_saboteur_multi_damage_small_07"	"Quem quer se divertir um pouco?"
"DCG_VO_kobold_saboteur_multi_damage_small_08"	"Quem vai morrer primeiro?"
"DCG_VO_kobold_saboteur_multi_damage_small_09"	"Não se preocupem: vai sobrar para todo mundo..."
"DCG_VO_kobold_saboteur_multi_damage_small_10"	"Que garota não gosta de uma boa contagem de corpos?"
"DCG_VO_kobold_saboteur_multi_damage_large_01"	"Bum!"
"DCG_VO_kobold_saboteur_multi_damage_large_02"	"Pou!"
"DCG_VO_kobold_saboteur_multi_damage_large_03"	"Vocês já estão mortos!"
"DCG_VO_kobold_saboteur_multi_damage_large_04"	"Eu vou matar todos vocês!"
"DCG_VO_kobold_saboteur_multi_damage_large_05"	"Se melhorar, estraga..."
"DCG_VO_kobold_saboteur_multi_damage_large_06"	"Não tem como ficar melhor que isso..."
"DCG_VO_kobold_saboteur_multi_damage_large_07"	"Desculpa a bagunça."
"DCG_VO_kobold_saboteur_multi_damage_large_08"	"Eu adoro um trabalho sujo."
"DCG_VO_kobold_saboteur_multi_damage_large_09"	"Não tem onde se esconder."
"DCG_VO_kobold_saboteur_multi_damage_large_10"	"Vocês não podem fugir de mim!"
"DCG_VO_kobold_saboteur_pleased_01"	"Que dia mais agradável..."
"DCG_VO_kobold_saboteur_pleased_02"	"A vida é bela."
"DCG_VO_kobold_saboteur_pleased_03"	"Divertido."
"DCG_VO_kobold_saboteur_pleased_04"	"Eu estou me divertindo muito, e você? Está se divertindo?"
"DCG_VO_kobold_saboteur_pleased_05"	"Tudo está indo muito bem..."
"DCG_VO_kobold_saboteur_pleased_06"	"O Círculo de Jaspe deve aparecer por aí a qualquer instante..."
"DCG_VO_kobold_saboteur_pleased_07"	"Se essa luta não impressionar o Círculo de Jaspe, nada mais vai."
"DCG_VO_kobold_saboteur_pleased_08"	"Nossa, como eu amo dinheiro..."
"DCG_VO_kobold_saboteur_pleased_09"	"Vamos ganhar grana..."
"DCG_VO_kobold_saboteur_pleased_10"	"Precisamos de ouro."
"DCG_VO_kobold_saboteur_concerned_01"	"Não era isso que eu tinha imaginado..."
"DCG_VO_kobold_saboteur_concerned_02"	"As coisas não estão boas para mim..."
"DCG_VO_kobold_saboteur_concerned_03"	"Ei... pessoal?"
"DCG_VO_kobold_saboteur_concerned_04"	"Isso não é bom."
"DCG_VO_kobold_saboteur_concerned_05"	"Isso não é nada bom."
"DCG_VO_kobold_saboteur_concerned_06"	"Se eu não pensar rápido, vou bater as botas."
"DCG_VO_kobold_saboteur_concerned_07"	"Eles vão me matar."
"DCG_VO_kobold_saboteur_concerned_08"	"Não podem me capturar!"
"DCG_VO_kobold_saboteur_concerned_09"	"O que eu faço agora?"
"DCG_VO_kobold_saboteur_concerned_10"	"O que eu faço para sair dessa?"
"DCG_VO_kobold_saboteur_angry_01"	"Acha que eu não posso matar você?"
"DCG_VO_kobold_saboteur_angry_02"	"Eu vou gostar de ver você sangrando."
"DCG_VO_kobold_saboteur_angry_03"	"Você vai morrer aqui..."
"DCG_VO_kobold_saboteur_angry_04"	"Nunca vão encontrar o seu corpo."
"DCG_VO_kobold_saboteur_angry_05"	"Não vou matar só você. Vou matar todos os seus entes queridos."
"DCG_VO_kobold_saboteur_angry_06"	"Eu nem preciso te matar. Você vai se destruir sozinho."
"DCG_VO_kobold_saboteur_angry_07"	"Eu te mato até na unha!"
"DCG_VO_kobold_saboteur_angry_08"	"Vai doer."
"DCG_VO_kobold_saboteur_angry_09"	"Você errou feio."
"DCG_VO_kobold_saboteur_angry_10"	"Tchauzinho."
"DCG_VO_kobold_saboteur_arrogant_01"	"Eu sou melhor que todos vocês!"
"DCG_VO_kobold_saboteur_arrogant_02"	"Farei o que for preciso..."
"DCG_VO_kobold_saboteur_arrogant_03"	"Provar que eu sou a melhor não tem preço."
"DCG_VO_kobold_saboteur_arrogant_04"	"Sabe o que eu posso fazer com você?"
"DCG_VO_kobold_saboteur_arrogant_05"	"Não há ninguém que eu não possa matar."
"DCG_VO_kobold_saboteur_arrogant_06"	"A Assassina Fantasma é boa. Só que eu sou melhor."
"DCG_VO_kobold_saboteur_arrogant_07"	"Vou entrar para a história."
"DCG_VO_kobold_saboteur_arrogant_08"	"O meu nome será lembrado."
