"dcg_vo_set_01"
{
"DCG_VO_vanessa_buying_time"	"ピアポントとは意見が合わない点も多いけど、フェイスレスヴォイドを怒らせるのは危険だと気づいた彼は賢明だった。私はクラスズリーム協定はあまり好きじゃない。時間魔術は楽しかったからね。でも、世界の時系列がムチャクチャになるよりはましさ。"
"DCG_VO_prowler_shaman_debuff_enemy_04"	"ここではお前はよそ者だ。"
"DCG_VO_prowler_shaman_debuff_enemy_05"	"ここでは力を発揮できまい。"
"DCG_VO_prowler_shaman_debuff_enemy_06"	"お前の肉体がお前に逆らう。"
"DCG_VO_prowler_shaman_debuff_enemy_07"	"まやかしはここまでだ。"
"DCG_VO_prowler_shaman_debuff_enemy_08"	"お前に我らを倒す力はない…"
"DCG_VO_prowler_shaman_debuff_enemy_09"	"大したことはないな。"
"DCG_VO_prowler_shaman_debuff_enemy_10"	"お前はいずれ倒れる。"
"DCG_VO_prowler_shaman_single_target_damage_01"	"私がお前を打ち倒す。"
"DCG_VO_prowler_shaman_single_target_damage_02"	"お前に勝ち目はない。"
"DCG_VO_prowler_shaman_single_target_damage_03"	"こいつは私が倒そう。"
"DCG_VO_prowler_shaman_single_target_damage_04"	"こいつらは私に任せろ。"
"DCG_VO_prowler_shaman_single_target_damage_05"	"私が始末する。"
"DCG_VO_prowler_shaman_single_target_damage_06"	"私は戦いを恐れない。"
"DCG_VO_prowler_shaman_single_target_damage_07"	"来い！私と戦え！"
"DCG_VO_prowler_shaman_single_target_damage_08"	"自ら模範となろう…"
"DCG_VO_prowler_shaman_single_target_damage_09"	"戦いには慣れている。"
"DCG_VO_prowler_shaman_single_target_damage_10"	"自業自得だ。"
"DCG_VO_prowler_shaman_multi_damage_small_01"	"このマヌケどもは私に任せろ…"
"DCG_VO_prowler_shaman_multi_damage_small_02"	"その軍勢では力不足だ。"
"DCG_VO_prowler_shaman_multi_damage_small_03"	"お前の軍勢はここで死ぬ。"
"DCG_VO_prowler_shaman_multi_damage_small_04"	"私の蹄で踏み散らしてくれよう。"
"DCG_VO_prowler_shaman_multi_damage_small_05"	"そんなもので軍隊気取りか？"
"DCG_VO_prowler_shaman_multi_damage_small_06"	"あと何人殺せばいいのだ…"
"DCG_VO_prowler_shaman_multi_damage_small_07"	"降参せよ！"
"DCG_VO_prowler_shaman_multi_damage_small_08"	"こんな愚行もここまでだ…"
"DCG_VO_prowler_shaman_multi_damage_small_09"	"この戦い、お前らに勝ちはない！"
"DCG_VO_prowler_shaman_multi_damage_small_10"	"全員、相手にしてくれる！"
"DCG_VO_prowler_shaman_multi_damage_large_01"	"森の肥やしとなれ！"
"DCG_VO_prowler_shaman_multi_damage_large_02"	"私を止めることはできない！"
"DCG_VO_prowler_shaman_multi_damage_large_03"	"多少の不利など！"
"DCG_VO_prowler_shaman_multi_damage_large_04"	"命が惜しくなければ、かかってくるがよい！"
"DCG_VO_prowler_shaman_multi_damage_large_05"	"その程度の人数では我らは止められぬ…"
"DCG_VO_prowler_shaman_multi_damage_large_06"	"すべて破壊せよ！"
"DCG_VO_prowler_shaman_multi_damage_large_07"	"一網打尽だ！"
"DCG_VO_prowler_shaman_multi_damage_large_08"	"今すぐ勝負を終わらせよう…"
"DCG_VO_prowler_shaman_multi_damage_large_09"	"私の力を見せよう。"
"DCG_VO_prowler_shaman_multi_damage_large_10"	"ハハハハハハハ"
"DCG_VO_prowler_shaman_pleased_01"	"いいだろう。"
"DCG_VO_prowler_shaman_pleased_02"	"事態は好転している…"
"DCG_VO_prowler_shaman_pleased_03"	"望んだ通りだ…"
"DCG_VO_prowler_shaman_pleased_04"	"これは幸運だ。"
"DCG_VO_prowler_shaman_pleased_05"	"ほっとした。"
"DCG_VO_prowler_shaman_pleased_06"	"我らならできると信じていたぞ。"
"DCG_VO_prowler_shaman_pleased_07"	"あと少しだ。"
"DCG_VO_prowler_shaman_pleased_08"	"なんという幸運だ。"
"DCG_VO_prowler_shaman_pleased_09"	"信じろと言っただろう。"
"DCG_VO_prowler_shaman_pleased_10"	"誰が我らを止められようか？"
"DCG_VO_prowler_shaman_concerned_01"	"困ったな…"
"DCG_VO_prowler_shaman_concerned_02"	"これは問題だ。"
"DCG_VO_prowler_shaman_concerned_03"	"何か解決策を見つけなければ。"
"DCG_VO_prowler_shaman_concerned_04"	"このままではまずい。"
"DCG_VO_prowler_shaman_concerned_05"	"早く対策を練らなければ…"
"DCG_VO_prowler_shaman_concerned_06"	"打開策があるはずだ。"
"DCG_VO_prowler_shaman_concerned_07"	"何か策を見つけなければ全滅だ。"
"DCG_VO_prowler_shaman_concerned_08"	"もう時間がない。"
"DCG_VO_prowler_shaman_concerned_09"	"指揮官の最も恐れる状況だ…"
"DCG_VO_prowler_shaman_concerned_10"	"希望は失わない。"
"DCG_VO_prowler_shaman_angry_01"	"よくも！"
"DCG_VO_prowler_shaman_angry_02"	"今の報いは受けてもらう！"
"DCG_VO_prowler_shaman_angry_03"	"お前は生きて帰れないぞ！"
"DCG_VO_prowler_shaman_angry_04"	"お前を2つに引き裂く！"
"DCG_VO_prowler_shaman_angry_05"	"茶番はここまでだ！"
"DCG_VO_prowler_shaman_angry_06"	"これで終わりだ！"
"DCG_VO_prowler_shaman_angry_07"	"お前たちの力を見せてみろ！"
"DCG_VO_prowler_shaman_angry_08"	"お前の出る幕ではない。"
"DCG_VO_prowler_shaman_angry_09"	"分をわきまえろ。"
"DCG_VO_prowler_shaman_angry_10"	"私ほどの相手にどう勝つ気だ？"
"DCG_VO_prowler_shaman_arrogant_01"	"この森でさえも私を恐れる…"
"DCG_VO_prowler_shaman_arrogant_02"	"私は我が民の長だ。"
"DCG_VO_prowler_shaman_arrogant_03"	"人々が私に指導を求めるのには理由がある…"
"DCG_VO_prowler_shaman_arrogant_04"	"時間の無駄だ。降参しろ。"
"DCG_VO_prowler_shaman_arrogant_05"	"相手が悪かったな。"
"DCG_VO_prowler_shaman_arrogant_06"	"お前たちは明らかに訓練不足だ。"
"DCG_VO_prowler_shaman_arrogant_07"	"もう少しできる相手かと思っていたが…"
"DCG_VO_prowler_shaman_arrogant_08"	"私と戦う資格はないようだ。"
"DCG_VO_prowler_shaman_arrogant_09"	"私に勝てると思ったのか？まったく…"
"DCG_VO_prowler_shaman_arrogant_10"	"まともな敵を出してくれ…"
"DCG_VO_prowler_shaman_enigmatic_01"	"私が時間を稼ごう。"
"DCG_VO_prowler_shaman_enigmatic_02"	"必要なことをするまでだ。"
"DCG_VO_prowler_shaman_enigmatic_03"	"森はそこに住む生き物たちを守る。"
"DCG_VO_prowler_shaman_enigmatic_04"	"信念は大きな力となるのだ。"
"DCG_VO_prowler_shaman_enigmatic_05"	"神々がこの場所に微笑みかけている。"
"DCG_VO_prowler_shaman_enigmatic_06"	"我らは恵まれている。"
"DCG_VO_prowler_shaman_enigmatic_07"	"この地はよそ者には危険だ。"
"DCG_VO_prowler_shaman_enigmatic_08"	"森には多くの神秘が潜む…"
"DCG_VO_prowler_shaman_enigmatic_09"	"これで流れが変わるはず…"
"DCG_VO_prowler_shaman_enigmatic_10"	"敵に甘く見られるのには慣れている。"
"DCG_VO_prowler_shaman_death_01"	"<i>叫び声</i>"
"DCG_VO_kobold_saboteur_intro"	"あたしは碧玉団の噂を聞いて以来、ずっと加わりたくてね。でもこれほどのグループは…向こうから声がかからないと入れない…つまり、名を売らないといけないのさ。 それであたしはサンブリーズを6ヵ月間、付け狙った。あの妖精の商人がくだらない仕事をこなすのを観察したのさ。そして、とうとう計画を思いついた…でもベールの教団がクワーティアスを暗殺したせいで、全部台無しさ。もちろん、あたしもサンブリーズを殺すことはできた。でもそれじゃ、誰もが教団の手柄だと思っちまうだろ。それでイヤになって、全部投げ出したのさ。"
"DCG_VO_kobold_saboteur_no_accident"	"時々、退屈になってね。そんな時、誰かをちょいとひと押ししてあの世に送るのさ。"
"DCG_VO_kobold_saboteur_equip_generic_weapon_01"	"さて、仕事に取り掛かかりますか。"
"DCG_VO_kobold_saboteur_equip_generic_weapon_02"	"誰を暗殺しようかしら…"
"DCG_VO_kobold_saboteur_equip_generic_weapon_03"	"殺傷力は十分ね…"
"DCG_VO_kobold_saboteur_equip_generic_weapon_04"	"あたしの腕、見せてあげるよ…"
"DCG_VO_kobold_saboteur_equip_generic_weapon_05"	"碧玉団の注目を引いてみせる…"
"DCG_VO_kobold_saboteur_equip_generic_armor_01"	"死んだら報酬がもらえないからね…"
"DCG_VO_kobold_saboteur_equip_generic_armor_02"	"身は守らないと…"
"DCG_VO_kobold_saboteur_equip_generic_armor_03"	"あたしは敵が多いからね…"
"DCG_VO_kobold_saboteur_equip_generic_armor_04"	"危険な世の中なのよね…"
"DCG_VO_kobold_saboteur_equip_generic_armor_05"	"あたしはいつでも刺客に備えてる…"
"DCG_VO_kobold_saboteur_equip_generic_accessory_01"	"最高ね。"
"DCG_VO_kobold_saboteur_equip_generic_accessory_02"	"役に立ちそうね…"
"DCG_VO_kobold_saboteur_equip_generic_accessory_03"	"使ってみるよ…"
"DCG_VO_kobold_saboteur_equip_generic_accessory_04"	"仕事が楽になりそうね。"
"DCG_VO_kobold_saboteur_equip_generic_accessory_05"	"ありがと。"
"DCG_VO_kobold_saboteur_kill_rival_01"	"勝敗は戦う前に決まっていたわね…"
"DCG_VO_kobold_saboteur_kill_rival_02"	"あたしはプロよ…"
"DCG_VO_kobold_saboteur_kill_rival_03"	"ナイフを扱うのは好きなのよ…"
"DCG_VO_kobold_saboteur_kill_rival_04"	"殺れば殺るほど簡単になっていく…"
"DCG_VO_kobold_saboteur_kill_rival_05"	"何度でもやってやるわよ…"
"DCG_VO_kobold_saboteur_kill_rival_06"	"今日はいい日ね…"
"DCG_VO_kobold_saboteur_kill_rival_07"	"友よ、すまないね…"
"DCG_VO_kobold_saboteur_kill_rival_08"	"シーッ。"
"DCG_VO_kobold_saboteur_kill_rival_09"	"一瞬だったろ？"
"DCG_VO_kobold_saboteur_kill_rival_10"	"この程度か…"
"DCG_VO_kobold_saboteur_use_include_01"	"おっと失礼。"
"DCG_VO_kobold_saboteur_use_include_02"	"あんたに気づかなかったよ…"
"DCG_VO_kobold_saboteur_use_include_03"	"大丈夫、何も感じないから。"
"DCG_VO_kobold_saboteur_unique_01"	"あんたを殺して、名を立ててやるのさ…"
"DCG_VO_kobold_saboteur_unique_02"	"アックス… あんた… 思ったより大きいね。"
"DCG_VO_kobold_saboteur_unique_03"	"スナイパー、その銃を今度貸してくれない？"
"DCG_VO_kobold_saboteur_unique_04"	"あたしはキーンじゃないけど、一応チビさ。仲間になれそうだろ？"
"DCG_VO_kobold_saboteur_unique_05"	"ねえティンカー、酒を奢ってよ。マズィーの喉を掻いてやるから…"
"DCG_VO_kobold_saboteur_unique_06"	"この時をずっと待っていたのさ…"
"DCG_VO_kobold_saboteur_unique_07"	"アックス、仲良くしよう。寝首を掻いたりなんかしないから。"
"DCG_VO_kobold_saboteur_unique_08"	"ソーラ、あんたは何でもやり遂げる女さ。そこは認めてやるよ。"
"DCG_VO_kobold_saboteur_unique_09"	"いい助っ人はなかなか見つからないもの。"
"DCG_VO_kobold_saboteur_unique_10"	"こいつらは知ってる。腕はいい。本気になりさえすればね。"
"DCG_VO_kobold_saboteur_unique_11"	"クワーティアスを横取りしやがって！"
"DCG_VO_kobold_saboteur_unique_12"	"クワーティアスはあたしの獲物だったのに！"
"DCG_VO_kobold_saboteur_unique_12_alt"	"サンブリーズが生きているのも、あんたのせいさ！"
"DCG_VO_kobold_saboteur_unique_13"	"どうやらあんたを殺して名を立てるしかないようね…"
"DCG_VO_kobold_saboteur_unique_14"	"レヴテルの仕事はどうだったのさ？"
"DCG_VO_kobold_saboteur_unique_15"	"ねえ、アックスを殺すのを手伝ってくれたら、グッドカインドはあんたにやるよ…"
"DCG_VO_kobold_saboteur_unique_16"	"これで教団のシスターたちがいつもこういうのを被ってるわけがわかった…"
"DCG_VO_kobold_saboteur_unique_17"	"おなた方と暗殺ができて光栄よ。"
"DCG_VO_kobold_saboteur_unique_18"	"ガールズトークって最高よね…"
"DCG_VO_kobold_saboteur_unique_19"	"これじゃあ簡単すぎるわ…"
"DCG_VO_kobold_saboteur_unique_20"	"これは、壊し放題だね…"
"DCG_VO_kobold_saboteur_healed_01"	"あー。"
"DCG_VO_kobold_saboteur_healed_02"	"いい気分だ。"
"DCG_VO_kobold_saboteur_healed_03"	"これでまた敵の首を掻ける…"
"DCG_VO_kobold_saboteur_healed_04"	"さて、悪事の時間ね。"
"DCG_VO_kobold_saboteur_healed_05"	"面倒見がいいじゃない…"
"DCG_VO_kobold_saboteur_taunt_generic_01"	"これ、楽しいんだよね…"
"DCG_VO_kobold_saboteur_taunt_generic_02"	"相手は勝手に死んではくれないからね…"
"DCG_VO_kobold_saboteur_taunt_generic_03"	"タワーを取れるよ！"
"DCG_VO_kobold_saboteur_taunt_generic_04"	"邪魔者は皆殺し！"
"DCG_VO_kobold_saboteur_taunt_generic_05"	"チャンス到来！"
"DCG_VO_kobold_saboteur_taunt_generic_06"	"この機会を逃しちゃだめよ！"
"DCG_VO_kobold_saboteur_taunt_generic_07"	"欲しいものは奪う…"
"DCG_VO_kobold_saboteur_taunt_generic_08"	"勝利は近い！"
"DCG_VO_kobold_saboteur_taunt_generic_09"	"この勝負、もらった！"
"DCG_VO_kobold_saboteur_taunt_generic_10"	"全部壊せ！"
"DCG_VO_kobold_saboteur_potential_kill_01"	"お前の命はもらった。"
"DCG_VO_kobold_saboteur_potential_kill_02"	"もう逃げられないよ。"
"DCG_VO_kobold_saboteur_potential_kill_03"	"あんたは死人同然。"
"DCG_VO_kobold_saboteur_potential_kill_04"	"ハハハハハ。"
"DCG_VO_kobold_saboteur_potential_kill_05"	"楽勝だね。"
"DCG_VO_kobold_saboteur_potential_save_01"	"そう簡単にはいかないよ…"
"DCG_VO_kobold_saboteur_potential_save_02"	"あたしは機転が効くのさ…"
"DCG_VO_kobold_saboteur_potential_save_03"	"こんなこともあるかと思って…"
"DCG_VO_kobold_saboteur_potential_save_04"	"いつも逃げ道を用意してるのさ…"
"DCG_VO_kobold_saboteur_potential_save_05"	"惜しいけど、まだまだだね…"
"DCG_VO_kobold_saboteur_permanent_armor_01"	"きつい仕事になりそうね。"
"DCG_VO_kobold_saboteur_permanent_armor_02"	"これは面倒なことになるよ…"
"DCG_VO_kobold_saboteur_permanent_armor_03"	"自分の命が最優先さ。"
"DCG_VO_kobold_saboteur_permanent_armor_04"	"生き延びないとね…"
"DCG_VO_kobold_saboteur_permanent_armor_05"	"あたしの命はいつも狙われているのさ…"
"DCG_VO_kobold_saboteur_permanent_attack_01"	"ナイフを研いでおくよ…"
"DCG_VO_kobold_saboteur_permanent_attack_02"	"練習は怠らない…"
"DCG_VO_kobold_saboteur_permanent_attack_03"	"人体の構造を勉強しといてよかった…"
"DCG_VO_kobold_saboteur_permanent_attack_04"	"急所を突いてみせる…"
"DCG_VO_kobold_saboteur_permanent_attack_05"	"誰かを刺すのが待ちきれない…"
"DCG_VO_kobold_saboteur_permanent_health_01"	"これでザコ扱いはできないはず…"
"DCG_VO_kobold_saboteur_permanent_health_02"	"体が頑丈に感じる…"
"DCG_VO_kobold_saboteur_permanent_health_03"	"多少の傷ならへっちゃらだ…"
"DCG_VO_kobold_saboteur_permanent_health_04"	"戦いには慣れているよ…"
"DCG_VO_kobold_saboteur_permanent_health_05"	"ここで死ぬわけにはいかない！"
"DCG_VO_kobold_saboteur_cast_spell_01"	"これが楽しくてね。"
"DCG_VO_kobold_saboteur_cast_spell_02"	"この稼業は最高だね。"
"DCG_VO_kobold_saboteur_cast_spell_03"	"これに飽きることはないよ。"
"DCG_VO_kobold_saboteur_cast_spell_04"	"あんたのその表情、最高だよ。"
"DCG_VO_kobold_saboteur_cast_spell_05"	"予想してなかったろ？"
"DCG_VO_kobold_saboteur_cast_spell_06"	"まだあたしとは張り合えない…"
"DCG_VO_kobold_saboteur_cast_spell_07"	"あたしのとっておきの技だよ…"
"DCG_VO_kobold_saboteur_cast_spell_08"	"卑劣な手って大好き…"
"DCG_VO_kobold_saboteur_cast_spell_09"	"計画が大切よ…"
"DCG_VO_kobold_saboteur_cast_spell_10"	"レヴテルに知り合いがいると便利ね…"
"DCG_VO_kobold_saboteur_buff_ally_01"	"ほら！"
"DCG_VO_kobold_saboteur_buff_ally_02"	"あたしに合わせて。"
"DCG_VO_kobold_saboteur_buff_ally_03"	"さぁ、始めるよ…"
"DCG_VO_kobold_saboteur_buff_ally_04"	"殺しの準備はいい？"
"DCG_VO_kobold_saboteur_buff_ally_05"	"あんたの力が必要になる。"
"DCG_VO_kobold_saboteur_buff_ally_06"	"お互いの背中を守ろう。"
"DCG_VO_kobold_saboteur_buff_ally_07"	"あんたを裏切ったりしないから。"
"DCG_VO_kobold_saboteur_buff_ally_08"	"仲間がいるって、こういう気分なのか…"
"DCG_VO_kobold_saboteur_buff_ally_09"	"ほら！"
"DCG_VO_kobold_saboteur_buff_ally_10"	"コイツが必要なんだろ。"
"DCG_VO_kobold_saboteur_debuff_enemy_01"	"まずは力を弱めてから..."
"DCG_VO_kobold_saboteur_debuff_enemy_02"	"じっくり攻めてやる…"
"DCG_VO_kobold_saboteur_debuff_enemy_03"	"大丈夫、止めはちゃんと刺してやるよ…"
"DCG_VO_kobold_saboteur_debuff_enemy_04"	"楽しみましょ…"
"DCG_VO_kobold_saboteur_debuff_enemy_05"	"え？生きて帰れると思ってたの？"
"DCG_VO_kobold_saboteur_debuff_enemy_06"	"あんたの死に時はあたしが決める。"
"DCG_VO_kobold_saboteur_debuff_enemy_07"	"あんたはタフだって聞いていたのに…"
"DCG_VO_kobold_saboteur_debuff_enemy_08"	"口ばっかりだね、がっかりだよ。"
"DCG_VO_kobold_saboteur_debuff_enemy_09"	"まさかこんなに簡単だとはね…"
"DCG_VO_kobold_saboteur_debuff_enemy_10"	"哀れな奴。"
"DCG_VO_kobold_saboteur_single_target_damage_01"	"さ、悪戯の時間だよ。殺しという名の悪戯さ。"
"DCG_VO_kobold_saboteur_single_target_damage_02"	"プロのやり方を見せてあげるよ。"
"DCG_VO_kobold_saboteur_single_target_damage_03"	"今のを碧玉団は見てたかな…"
"DCG_VO_kobold_saboteur_single_target_damage_04"	"喉にもう一つ口ができたね。"
"DCG_VO_kobold_saboteur_single_target_damage_05"	"すぐ終わらせてやる。"
"DCG_VO_kobold_saboteur_single_target_damage_06"	"あたしのやり方で行くよ。"
"DCG_VO_kobold_saboteur_single_target_damage_07"	"あんたは血に染まる。"
"DCG_VO_kobold_saboteur_single_target_damage_08"	"死に時だよ！"
"DCG_VO_kobold_saboteur_single_target_damage_09"	"ブっ殺してやるうぅぅ…"
"DCG_VO_kobold_saboteur_single_target_damage_10"	"一瞬チクッとするだけさ。"
"DCG_VO_kobold_saboteur_multi_damage_small_01"	"死体はいらない、いるのはゴールドだけ…"
"DCG_VO_kobold_saboteur_multi_damage_small_02"	"あんたら、死ぬんだよ…"
"DCG_VO_kobold_saboteur_multi_damage_small_03"	"こいつらは任せて。"
"DCG_VO_kobold_saboteur_multi_damage_small_04"	"ちょっと血が飛ぶかも。"
"DCG_VO_kobold_saboteur_multi_damage_small_05"	"あたしなら逃げるね。"
